id	num	neg.score	neg.p.value	neg.fdr	neg.rank	neg.goodsgrna	neg.lfc	pos.score	pos.p.value	pos.fdr	pos.rank	pos.goodsgrna	pos.lfc
CEP76	6	0.9263	0.72429	0.809013	18440	0	0.13379	0.11712	0.4816	1	4931	3	0.13379
CEP78	6	0.88127	0.61568	0.733331	17352	1	-0.00060055	0.91105	0.98234	1	18129	0	-0.00060055
CEP85	6	0.27965	0.12024	0.291191	8471	1	0.24649	0.0087208	0.10477	1	804	5	0.24649
CEP85L	6	0.30225	0.1342	0.310179	8845	1	0.050389	0.067361	0.37843	1	3541	3	0.050389
CEP89	6	0.96532	0.83203	0.881168	19444	0	0.085314	0.34909	0.75362	1	9908	1	0.085314
CEP95	6	0.11988	0.033907	0.144821	4794	3	-0.18959	0.20111	0.61951	1	7187	2	-0.18959
CEP97	6	0.028755	0.003551	0.035551	2044	4	-0.34031	0.89346	0.97678	1	17756	0	-0.34031
CEPT1	6	0.88397	0.61829	0.734355	17410	1	0.03632	0.053098	0.32415	1	2937	2	0.03632
CER1	6	0.39534	0.18921	0.372852	10334	2	0.30529	0.088947	0.41525	1	4156	3	0.30529
CERCAM	6	0.53549	0.29339	0.478214	12567	2	0.07675	0.19158	0.60631	1	6927	3	0.07675
CERK	6	0.63279	0.35867	0.528412	13928	1	-0.068342	0.41129	0.78709	1	10867	2	-0.068342
CERKL	6	0.99027	0.93709	0.955185	20162	0	0.082788	0.34152	0.7511	1	9784	2	0.082788
CERS1	6	0.96716	0.83748	0.88434	19490	0	0.4112	0.001762	0.028867	1	278	5	0.4112
CERS2	6	0.32233	0.13999	0.315631	9168	2	0.064009	0.65013	0.90249	1	14163	1	0.064009
CERS3	6	0.90103	0.6665	0.768308	17813	0	0.16012	0.099033	0.4438	1	4437	3	0.16012
CERS4	6	0.45201	0.22284	0.407298	11233	2	-0.13992	0.5579	0.88428	1	13284	1	-0.13992
CERS5	6	0.46164	0.23534	0.422625	11386	2	0.022362	0.73258	0.92246	1	15090	1	0.022362
CERS6	6	0.56276	0.32869	0.512245	13030	2	0.027256	0.18043	0.5868	1	6645	3	0.027256
CES1	6	0.14588	0.045059	0.170559	5433	2	-0.057254	0.25186	0.6923	1	8393	1	-0.057254
CES2	6	0.081491	0.01999	0.106109	3885	2	-0.13891	0.99567	0.99986	1	20201	0	-0.13891
CES3	6	0.96012	0.80754	0.861588	19305	0	0.040404	0.91226	0.98274	1	18157	0	0.040404
CES4A	6	0.9749	0.88258	0.920881	19705	0	0.063392	0.37679	0.76799	1	10348	1	0.063392
CES5A	6	0.9	0.65673	0.762761	17785	0	0.15026	0.044428	0.28772	1	2559	3	0.15026
CETN1	6	0.89922	0.65426	0.761059	17768	0	0.10485	0.65548	0.90456	1	14233	1	0.10485
CETN2	6	0.2168	0.081399	0.235779	7063	1	0.0085469	0.5108	0.85637	1	12509	2	0.0085469
CETN3	6	0.17774	0.056771	0.187495	6153	3	-0.20571	0.55246	0.88215	1	13211	1	-0.20571
CETP	6	0.81199	0.52016	0.669893	16020	1	0.022569	0.80813	0.94347	1	16121	1	0.022569
CFB	6	0.97981	0.89516	0.928157	19832	0	0.089726	0.22608	0.66114	1	7855	3	0.089726
CFC1	3	0.65024	0.375	0.544835	14072	1	0.016524	0.55879	0.74966	1	13306	1	0.016524
CFC1B	3	0.65024	0.375	0.544835	14073	1	-0.12856	0.18646	0.48409	1	6805	1	-0.12856
CFD	6	0.98882	0.93276	0.952196	20125	0	0.11551	0.11747	0.48329	1	4939	2	0.11551
CFDP1	6	0.0014948	4.70E-01	0.001631	594	5	-0.37416	0.84284	0.95587	1	16702	1	-0.37416
CFH	6	0.10609	0.02681	0.124616	4463	1	0.050519	0.23875	0.67881	1	8191	2	0.050519
CFHR1	6	0.011868	0.00095412	0.01392	1402	4	-0.49602	0.6422	0.90112	1	14068	1	-0.49602
CFHR2	6	0.31323	0.13701	0.312824	9030	2	0.10817	0.10518	0.45959	1	4612	2	0.10817
CFHR3	6	0.97455	0.88154	0.920504	19693	0	0.25803	0.0052885	0.067047	1	563	5	0.25803
CFHR4	6	0.18228	0.057213	0.187495	6273	3	-0.17154	0.48044	0.83707	1	12023	1	-0.17154
CFHR5	6	0.50216	0.26195	0.444663	12024	1	0.25032	0.0091186	0.1079	1	838	3	0.25032
CFI	6	0.42346	0.20699	0.393747	10780	2	0.13078	0.14743	0.53483	1	5738	3	0.13078
CFL1	6	0.024628	0.0026179	0.028665	1881	2	-0.13341	0.81205	0.9452	1	16188	1	-0.13341
CFL2	6	0.92845	0.72834	0.811507	18489	0	0.20724	0.017921	0.15413	1	1296	4	0.20724
CFLAR	6	0.00017517	4.10E-02	0.000277	295	4	-0.64204	0.77077	0.92985	1	15580	1	-0.64204
CFP	6	0.37466	0.16543	0.342425	10001	2	0.092282	0.21125	0.63493	1	7443	3	0.092282
CFTR	6	0.43209	0.21097	0.397851	10911	1	0.094255	0.38972	0.7738	1	10538	2	0.094255
CGA	6	0.39961	0.18921	0.372852	10413	2	-0.017466	0.67079	0.91023	1	14369	1	-0.017466
CGB1	3	0.73183	0.47613	0.639564	14939	0	-0.072679	0.60188	0.78287	1	13696	1	-0.072679
CGB2	1	0.13741	0.045072	0.170577	5206	1	-0.21431	0.86259	0.95493	1	17099	0	-0.21431
CGB7	1	0.94803	0.9168	0.94251	18993	0	0.67433	0.051966	0.083197	1	2893	1	0.67433
CGGBP1	6	0.97743	0.88998	0.925755	19768	0	0.12785	0.3402	0.74996	1	9768	2	0.12785
CGN	6	0.33955	0.15466	0.337617	9445	2	-0.134	0.91699	0.98419	1	18278	0	-0.134
CGNL1	6	0.91411	0.69211	0.784813	18120	0	0.18173	0.031139	0.21679	1	1950	3	0.18173
CGREF1	6	0.27884	0.12024	0.291191	8463	2	-0.020989	0.084203	0.40425	1	4008	2	-0.020989
CGRRF1	6	0.09279	0.022981	0.11508	4155	3	-0.19166	0.22585	0.66114	1	7849	1	-0.19166
CH25H	6	0.74943	0.4725	0.637049	15143	1	-0.007638	0.59276	0.89188	1	13619	1	-0.007638
CHAC1	6	0.41198	0.20571	0.393747	10601	2	-0.0063185	0.15065	0.54091	1	5815	2	-0.0063185
CHAC2	6	0.9136	0.68981	0.784813	18103	0	0.042957	0.33644	0.74674	1	9719	2	0.042957
CHAD	6	0.13804	0.043456	0.168751	5228	3	-0.12931	0.76545	0.92917	1	15512	1	-0.12931
CHADL	6	0.9049	0.6665	0.768308	17898	0	0.094902	0.16683	0.56569	1	6261	3	0.094902
CHAF1A	6	0.21373	0.081399	0.235779	6987	3	-0.18862	0.93988	0.99098	1	18740	0	-0.18862
CHAF1B	6	0.0016106	5.71E-01	0.001939	607	4	-0.47284	0.65024	0.90249	1	14166	1	-0.47284
CHAMP1	6	0.09268	0.022981	0.11508	4148	3	-0.14263	0.22652	0.66114	1	7864	2	-0.14263
CHAT	6	0.94286	0.75914	0.830147	18860	0	0.05504	0.5047	0.85206	1	12418	2	0.05504
CHCHD1	6	0.89956	0.65673	0.762761	17775	0	0.024335	0.82327	0.94763	1	16367	1	0.024335
CHCHD10	6	0.67616	0.38765	0.555868	14334	1	-0.033443	0.92317	0.98594	1	18406	0	-0.033443
CHCHD2	6	0.91013	0.68071	0.779495	18011	0	0.078291	0.47547	0.83478	1	11943	2	0.078291
CHCHD3	6	0.56136	0.32869	0.512245	13005	2	-0.06735	0.52688	0.86736	1	12784	2	-0.06735
CHCHD4	6	0.17841	0.056771	0.187495	6173	2	-0.097572	0.13816	0.51673	1	5487	2	-0.097572
CHCHD5	6	0.91206	0.68524	0.782153	18060	0	-0.0073266	0.52305	0.86426	1	12715	2	-0.0073266
CHCHD6	6	0.15325	0.048897	0.17876	5596	3	-0.10883	0.21402	0.63947	1	7519	2	-0.10883
CHCHD7	6	0.087432	0.021984	0.112728	4031	3	-0.23083	0.36347	0.76209	1	10129	1	-0.23083
CHD1	6	6.76E-01	1.21E-02	0.000106	215	4	-0.52528	0.41045	0.78709	1	10857	2	-0.52528
CHD1L	6	0.93596	0.74611	0.823127	18661	0	-0.056786	0.17063	0.57044	1	6376	2	-0.056786
CHD2	6	0.05428	0.0074664	0.05122	3010	3	-0.22507	0.87217	0.96708	1	17309	1	-0.22507
CHD3	6	0.16324	0.050931	0.18063	5819	2	-0.084671	0.49397	0.84377	1	12236	1	-0.084671
CHD4	6	0.057759	0.0082655	0.05439	3133	4	-0.22486	0.99369	0.99972	1	20132	0	-0.22486
CHD5	6	0.085084	0.021596	0.112536	3970	2	-0.011519	0.38513	0.77192	1	10466	2	-0.011519
CHD6	6	0.17071	0.054527	0.187495	5981	3	-0.17591	0.61508	0.89565	1	13806	1	-0.17591
CHD7	6	0.5383	0.30378	0.491931	12605	2	-0.001967	0.50822	0.85527	1	12473	1	-0.001967
CHD8	6	1	1	1	20523	0	0.55361	2.44E-04	2.41E-03	0.000183	19	6	0.55361
CHD9	6	0.86314	0.59186	0.72077	16956	1	0.069353	0.19867	0.61844	1	7115	3	0.069353
CHDC2	6	0.74957	0.4725	0.637049	15147	1	0.047761	0.058627	0.34651	1	3190	2	0.047761
CHDH	6	0.22945	0.090482	0.250766	7357	1	0.071813	0.34916	0.75362	1	9909	2	0.071813
CHEK1	6	0.057621	0.0082655	0.05439	3126	4	-0.39581	0.98193	0.9982	1	19766	0	-0.39581
CHEK2	6	0.81337	0.52016	0.669893	16041	1	-0.058002	0.35534	0.75872	1	10002	1	-0.058002
CHERP	6	0.038679	0.0053242	0.044022	2431	4	-0.20446	0.82971	0.94954	1	16465	1	-0.20446
CHFR	6	0.006732	0.00035566	0.006812	1075	5	-0.25103	0.98489	0.99871	1	19849	0	-0.25103
CHGA	6	0.14813	0.045797	0.172367	5482	2	0.17322	0.066307	0.37651	1	3507	3	0.17322
CHGB	6	0.7301	0.44594	0.615048	14918	1	0.12757	0.081693	0.39937	1	3938	3	0.12757
CHI3L1	6	0.19306	0.069322	0.218458	6523	2	0.17092	0.079452	0.39735	1	3885	3	0.17092
CHI3L2	3	0.99507	0.98088	0.986889	20308	0	0.30109	0.0049276	0.027363	1	531	3	0.30109
CHIA	6	0.94404	0.76279	0.832403	18883	0	0.20688	0.014572	0.13403	1	1139	3	0.20688
CHIC1	6	0.95718	0.79185	0.84966	19223	0	0.08379	0.068027	0.37843	1	3561	3	0.08379
CHIC2	6	0.0012183	3.35E-01	0.001235	552	3	-0.45995	0.83389	0.95109	1	16530	1	-0.45995
CHID1	6	0.4085	0.20226	0.392678	10543	1	-0.017676	0.74633	0.92646	1	15270	1	-0.017676
CHIT1	6	0.24946	0.10401	0.271273	7849	2	-0.022386	0.50518	0.85273	1	12426	2	-0.022386
CHKA	6	0.042532	0.0058041	0.046126	2582	4	-0.2245	0.062378	0.36085	1	3358	1	-0.2245
CHKB	6	0.75885	0.4725	0.637049	15254	1	-0.04757	0.22882	0.66617	1	7916	2	-0.04757
CHL1	6	0.94517	0.76458	0.833731	18917	0	0.30247	0.031612	0.21949	1	1971	4	0.30247
CHM	6	0.96158	0.8165	0.86916	19346	0	0.39945	0.0027912	0.039088	1	360	5	0.39945
CHML	6	0.13313	0.038061	0.153464	5105	2	-0.13089	0.52277	0.86426	1	12712	1	-0.13089
CHMP1A	6	0.0001148	1.69E-02	0.000131	256	5	-0.41441	0.99357	0.99971	1	20122	0	-0.41441
CHMP1B	6	0.041915	0.0054419	0.044022	2558	4	-0.26045	0.15706	0.55082	1	5987	2	-0.26045
CHMP2A	6	0.00059441	1.23E-01	0.000561	444	4	-0.58795	0.94426	0.99188	1	18848	0	-0.58795
CHMP2B	6	0.031425	0.0041287	0.038413	2171	3	-0.097802	0.2242	0.6578	1	7802	1	-0.097802
CHMP3	5	6.45E-01	1.21E-02	0.000106	211	4	"-1,137"	0.96667	0.9952	1	19387	0	"-1,137"
CHMP4A	6	0.27153	0.1174	0.287484	8348	2	-0.019999	0.20755	0.63111	1	7362	2	-0.019999
CHMP4B	6	0.031456	0.0041287	0.038413	2172	4	-0.47642	0.9945	0.99978	1	20169	0	-0.47642
CHMP4C	6	0.36841	0.16543	0.342425	9917	2	-0.042903	0.2173	0.64593	1	7603	2	-0.042903
CHMP5	6	0.17956	0.056771	0.187495	6205	2	-0.081332	0.66337	0.90692	1	14293	1	-0.081332
CHMP6	6	0.00019396	4.58E-02	0.000295	303	5	-0.53878	0.96085	0.99482	1	19252	0	-0.53878
CHMP7	6	3.87E-01	7.23E-03	7.9e-05	179	6	-0.80386	0.99996	1	1	20489	0	-0.80386
CHN1	6	0.17203	0.055917	0.187495	6014	2	-0.063979	0.48686	0.84017	1	12140	2	-0.063979
CHN2	6	0.21126	0.080142	0.235779	6930	2	0.047772	0.1148	0.47558	1	4869	2	0.047772
CHODL	6	0.1035	0.026809	0.124616	4405	3	-0.15521	0.90775	0.98127	1	18075	0	-0.15521
CHORDC1	6	0.0017289	6.49E-01	0.002158	617	5	-0.56823	0.95093	0.99273	1	19015	0	-0.56823
CHP1	6	0.30481	0.1342	0.310179	8887	2	-0.0074072	0.91574	0.98409	1	18252	0	-0.0074072
CHP2	6	0.38476	0.17504	0.353506	10166	1	0.089848	0.8679	0.96641	1	17216	1	0.089848
CHPF	6	0.74225	0.4725	0.637049	15062	1	-0.069797	0.38297	0.77192	1	10432	2	-0.069797
CHPF2	6	0.88591	0.62092	0.736201	17453	1	0.056073	0.08866	0.41383	1	4150	2	0.056073
CHPT1	6	0.64443	0.36392	0.532325	14028	1	-0.099627	0.14369	0.52665	1	5640	2	-0.099627
CHRAC1	6	0.78583	0.49895	0.654821	15619	1	0.048858	0.090991	0.41868	1	4220	2	0.048858
CHRD	6	0.10866	0.027253	0.124645	4529	3	-0.021915	0.18768	0.59378	1	6833	2	-0.021915
CHRDL1	6	0.92539	0.7201	0.806527	18415	0	0.20861	0.0033359	0.04458	1	408	3	0.20861
CHRDL2	6	0.1797	0.056771	0.187495	6210	3	-0.051295	0.054008	0.32635	1	2981	1	-0.051295
CHRFAM7A	4	0.10679	0.032227	0.143498	4476	2	-0.11871	0.93764	0.98747	1	18694	0	-0.11871
CHRM1	6	0.3056	0.1342	0.310179	8898	2	-0.03935	0.032676	0.22542	1	2021	2	-0.03935
CHRM2	6	0.90595	0.6665	0.768308	17921	0	0.030946	0.89945	0.97828	1	17889	0	0.030946
CHRM3	6	0.045242	0.0060953	0.046472	2680	4	-0.1688	0.25995	0.6989	1	8522	2	-0.1688
CHRM4	6	0.0013842	3.79E-01	0.00134	579	5	-0.30815	0.87638	0.96981	1	17404	0	-0.30815
CHRM5	6	0.76895	0.47779	0.639564	15384	1	-0.032659	0.37488	0.76666	1	10315	2	-0.032659
CHRNA1	6	0.57058	0.33031	0.512245	13171	2	-0.045237	0.40176	0.78205	1	10729	2	-0.045237
CHRNA10	6	0.95286	0.78368	0.844566	19128	0	0.13674	0.18867	0.5989	1	6857	3	0.13674
CHRNA2	6	0.33063	0.14416	0.321402	9292	1	-0.20269	0.6275	0.89803	1	13922	1	-0.20269
CHRNA3	5	0.87151	0.62515	0.739403	17124	0	0.056393	0.33646	0.70276	1	9721	2	0.056393
CHRNA4	6	0.16572	0.051958	0.181699	5879	3	-0.12596	0.69634	0.91526	1	14663	1	-0.12596
CHRNA5	6	0.54184	0.30535	0.491931	12666	2	0.04677	0.2928	0.72013	1	9056	2	0.04677
CHRNA6	5	0.78485	0.48654	0.64613	15605	1	-0.010393	0.72722	0.89564	1	15025	1	-0.010393
CHRNA7	4	0.52546	0.25764	0.441285	12393	1	-0.15286	0.13988	0.43516	1	5540	1	-0.15286
CHRNA9	6	0.77755	0.48572	0.645081	15505	1	-0.12767	0.92251	0.98594	1	18388	0	-0.12767
CHRNB1	6	0.31617	0.13801	0.314525	9063	2	-0.14526	0.60327	0.89254	1	13709	1	-0.14526
CHRNB2	5	0.75922	0.46055	0.632312	15257	1	-0.087886	0.74062	0.90244	1	15197	1	-0.087886
CHRNB3	6	0.98965	0.93403	0.952831	20146	0	0.069553	0.20715	0.63054	1	7348	2	0.069553
CHRNB4	5	0.49085	0.27227	0.453854	11846	1	0.056867	0.80751	0.93504	1	16110	1	0.056867
CHRND	6	0.51463	0.2663	0.446169	12222	2	0.10105	0.49502	0.8448	1	12255	2	0.10105
CHRNE	6	0.068759	0.010854	0.064473	3521	3	-0.1406	0.35419	0.75751	1	9979	2	-0.1406
CHRNG	6	0.5803	0.3378	0.516169	13334	2	-0.099315	0.30645	0.73251	1	9269	2	-0.099315
CHST1	6	0.19299	0.069322	0.218458	6520	3	-0.23981	0.97448	0.9972	1	19571	0	-0.23981
CHST10	6	0.20373	0.076656	0.232265	6763	3	0.090096	0.068195	0.37843	1	3569	3	0.090096
CHST11	6	0.7794	0.48572	0.645081	15525	1	-0.053765	0.11246	0.47131	1	4799	2	-0.053765
CHST12	6	0.14691	0.045059	0.170559	5453	3	-0.11777	0.62459	0.89738	1	13892	1	-0.11777
CHST13	6	0.1759	0.056328	0.187495	6108	2	-0.039184	0.69532	0.91526	1	14650	1	-0.039184
CHST14	6	0.068229	0.010854	0.064473	3495	3	-0.14002	0.13244	0.50993	1	5343	2	-0.14002
CHST15	6	0.815	0.52284	0.670949	16066	1	0.050032	0.42052	0.79461	1	11003	2	0.050032
CHST2	6	0.91481	0.69211	0.784813	18133	0	0.04574	0.91994	0.98486	1	18331	0	0.04574
CHST3	6	0.32504	0.14101	0.316267	9213	2	-0.064669	0.50874	0.85527	1	12479	2	-0.064669
CHST4	6	0.16296	0.050931	0.18063	5814	2	0.033558	0.086908	0.41312	1	4095	2	0.033558
CHST5	6	0.13718	0.043456	0.168751	5201	3	-0.052399	0.089336	0.41525	1	4169	2	-0.052399
CHST6	6	0.80133	0.51227	0.666373	15850	1	0.18413	0.036714	0.24877	1	2196	3	0.18413
CHST7	6	0.70373	0.41397	0.581906	14616	1	0.2125	0.040855	0.26263	1	2390	3	0.2125
CHST8	6	0.37179	0.16543	0.342425	9957	2	-0.015478	0.35438	0.75751	1	9989	1	-0.015478
CHST9	6	0.84382	0.5546	0.689506	16580	1	-0.019006	0.35268	0.7568	1	9954	1	-0.019006
CHSY1	6	0.33578	0.14638	0.323082	9380	1	0.045564	0.86984	0.96641	1	17259	1	0.045564
CHSY3	6	0.29502	0.12671	0.298336	8727	2	0.045283	0.38186	0.77061	1	10417	2	0.045283
CHTF18	6	0.00012764	2.17E-02	0.000165	266	5	-0.47465	0.9241	0.98627	1	18427	0	-0.47465
CHTF8	6	2.43E-01	2.41E-03	3.2e-05	151	4	-0.45167	0.1978	0.6174	1	7092	1	-0.45167
CHTOP	6	0.92845	0.72834	0.811507	18488	0	0.052381	0.40025	0.78145	1	10702	2	0.052381
CHUK	6	0.067377	0.010451	0.062819	3465	4	-0.2395	0.91772	0.98466	1	18295	0	-0.2395
CHURC1	6	0.12879	0.035841	0.147585	5008	2	0.023772	0.17837	0.58328	1	6583	3	0.023772
CIAO1	6	1.98E-03	2.41E-03	3.2e-05	29	5	-1.42	0.98732	0.99897	1	19907	0	-1.42
CIAPIN1	6	0.11869	0.033907	0.144821	4761	3	-0.29112	0.53588	0.871	1	12936	1	-0.29112
CIB1	6	0.3677	0.16543	0.342425	9902	2	-0.044248	0.67397	0.91041	1	14418	1	-0.044248
CIB2	6	0.57836	0.33347	0.513887	13305	1	0.11466	0.049352	0.30728	1	2771	3	0.11466
CIB3	6	0.29157	0.12671	0.298336	8666	1	0.14607	0.16337	0.56502	1	6161	3	0.14607
CIB4	6	0.96481	0.82788	0.877818	19429	0	0.13891	0.035254	0.24285	1	2135	4	0.13891
CIC	6	0.65112	0.3666	0.534223	14087	1	0.073679	0.0044233	0.057783	1	489	3	0.073679
CIDEA	6	0.88288	0.61829	0.734355	17390	1	0.070564	0.88769	0.97322	1	17640	0	0.070564
CIDEB	6	0.61104	0.3508	0.522862	13738	1	0.18012	0.095419	0.4312	1	4336	3	0.18012
CIDEC	6	0.051688	0.007143	0.050661	2911	4	-0.20735	0.89773	0.9778	1	17853	0	-0.20735
CIITA	6	0.72218	0.43261	0.600458	14829	1	0.052766	0.32375	0.73845	1	9541	1	0.052766
CILP	6	0.13682	0.043456	0.168751	5192	2	-0.19735	0.89604	0.9778	1	17812	0	-0.19735
CILP2	6	0.97122	0.86545	0.908674	19597	0	0.19031	0.049319	0.30728	1	2769	4	0.19031
CINP	6	0.067662	0.010452	0.062819	3475	4	-0.3503	0.99576	0.99987	1	20203	0	-0.3503
CIR1	6	0.99593	0.96745	0.977158	20339	0	0.12727	0.027094	0.19756	1	1743	3	0.12727
CIRBP	6	0.14147	0.043809	0.168751	5316	2	-0.080085	0.34371	0.7511	1	9825	2	-0.080085
CIRH1A	6	0.32847	0.1431	0.319597	9265	2	-0.13723	0.893	0.97655	1	17747	0	-0.13723
CISD1	6	0.98126	0.90227	0.932853	19883	0	0.10618	0.84479	0.95686	1	16746	1	0.10618
CISD2	6	0.38627	0.17504	0.353506	10200	2	0.097235	0.10187	0.45176	1	4526	2	0.097235
CISD3	6	0.69315	0.40342	0.571331	14505	1	0.040389	0.21515	0.64159	1	7552	2	0.040389
CISH	6	0.28496	0.12501	0.298336	8553	2	0.16999	0.035082	0.24285	1	2122	4	0.16999
CIT	6	0.45741	0.22748	0.411883	11309	2	0.0069357	0.25556	0.69676	1	8456	2	0.0069357
CITED1	6	0.95472	0.78698	0.846695	19171	0	-0.0019131	0.94356	0.99176	1	18829	0	-0.0019131
CITED2	6	0.016372	0.0015251	0.020059	1573	4	-0.32697	0.46527	0.82539	1	11781	1	-0.32697
CITED4	6	0.32081	0.13999	0.315631	9144	1	0.2764	0.023341	0.17682	1	1562	4	0.2764
CIZ1	6	0.59669	0.3508	0.522862	13618	1	-0.043952	0.8041	0.94136	1	16053	1	-0.043952
CKAP2	6	0.33508	0.14638	0.323082	9364	2	-0.095827	0.95714	0.99452	1	19160	0	-0.095827
CKAP2L	6	0.8254	0.53342	0.678497	16233	1	-0.019702	0.52948	0.86889	1	12826	2	-0.019702
CKAP4	6	0.53228	0.29339	0.478214	12512	1	-0.054429	0.74969	0.92713	1	15317	1	-0.054429
CKAP5	6	0.16582	0.051958	0.181699	5882	3	-0.099129	0.14794	0.5363	1	5749	2	-0.099129
CKB	6	0.23629	0.09474	0.258006	7534	2	0.091147	0.050029	0.31097	1	2800	1	0.091147
CKLF	6	0.45006	0.22284	0.407298	11200	1	0.11514	0.55504	0.88322	1	13244	2	0.11514
CKLF-CMTM1	5	0.18321	0.066664	0.212561	6297	2	0.029064	0.85163	0.958	1	16872	0	0.029064
CKM	6	0.88879	0.62878	0.740685	17525	0	0.053438	0.88425	0.97203	1	17569	0	0.053438
CKMT1A	6	0.32118	0.13999	0.315631	9148	1	-0.0052835	0.7616	0.92847	1	15469	1	-0.0052835
CKMT1B	6	0.067622	0.010452	0.062819	3473	2	0.10499	0.17792	0.58236	1	6571	3	0.10499
CKMT2	6	0.21064	0.080142	0.235779	6915	2	0.020539	0.491	0.84243	1	12197	1	0.020539
CKS1B	6	0.00022091	4.58E-02	0.000295	316	4	-0.57307	0.98318	0.99835	1	19797	0	-0.57307
CKS2	6	0.10699	0.027252	0.124645	4487	3	-0.072027	0.35438	0.75751	1	9988	2	-0.072027
CLASP1	6	0.10802	0.027253	0.124645	4510	3	-0.12642	0.32858	0.74253	1	9614	2	-0.12642
CLASP2	6	0.97707	0.88952	0.925724	19755	0	0.16494	0.053307	0.32415	1	2952	4	0.16494
CLASRP	6	0.0023878	8.51E-01	0.002559	687	4	-0.59976	0.87959	0.97048	1	17475	0	-0.59976
CLC	6	0.5535	0.31124	0.494851	12876	1	0.14438	0.12309	0.49566	1	5083	2	0.14438
CLCA1	6	0.94206	0.75914	0.830147	18842	0	0.11035	0.21428	0.64053	1	7529	3	0.11035
CLCA2	6	0.71298	0.42195	0.590017	14711	1	0.1559	0.0062752	0.079122	1	628	3	0.1559
CLCA4	6	0.89561	0.64424	0.752172	17679	0	0.21459	0.17517	0.57714	1	6493	3	0.21459
CLCC1	6	0.96753	0.83748	0.88434	19501	0	0.12887	0.23666	0.67722	1	8131	1	0.12887
CLCF1	6	0.0079761	0.00046127	0.0083	1149	5	-0.32443	0.48031	0.83707	1	12020	1	-0.32443
CLCN1	6	0.52325	0.27998	0.463196	12355	1	-0.023439	0.19477	0.61097	1	7013	1	-0.023439
CLCN2	6	0.057073	0.008265	0.05439	3111	2	-0.038078	0.36959	0.76541	1	10211	1	-0.038078
CLCN3	6	0.51507	0.2663	0.446169	12230	1	0.24167	0.018917	0.15846	1	1351	4	0.24167
CLCN4	6	0.58921	0.34647	0.522862	13513	2	-0.054905	0.52018	0.86232	1	12662	2	-0.054905
CLCN5	6	0.10721	0.027252	0.124645	4491	2	0.0061964	0.11747	0.48329	1	4938	2	0.0061964
CLCN6	6	0.010486	0.00081958	0.012804	1324	5	-0.20611	0.99347	0.99971	1	20116	0	-0.20611
CLCN7	6	0.058521	0.0083793	0.055033	3158	3	-0.025506	0.19737	0.61684	1	7082	3	-0.025506
CLCNKA	6	0.97207	0.8711	0.913181	19623	0	-0.045035	0.84267	0.95518	1	16697	1	-0.045035
CLCNKB	6	0.56153	0.32869	0.512245	13010	2	0.014248	0.16359	0.56502	1	6171	2	0.014248
CLDN1	6	0.85887	0.58124	0.711461	16871	1	0.031293	0.57779	0.88986	1	13497	1	0.031293
CLDN10	6	0.19557	0.071265	0.222565	6581	3	-0.12683	0.98022	0.99797	1	19715	0	-0.12683
CLDN11	6	0.061481	0.0089088	0.056874	3255	4	-0.20774	0.60741	0.8939	1	13748	1	-0.20774
CLDN12	6	0.42555	0.20699	0.393747	10809	2	-0.12073	0.9979	0.99994	1	20314	0	-0.12073
CLDN14	6	0.38657	0.17504	0.353506	10209	2	0.24102	0.0036175	0.048011	1	426	3	0.24102
CLDN15	6	0.33146	0.14527	0.323082	9298	2	-0.083014	0.85047	0.95924	1	16852	1	-0.083014
CLDN16	6	0.24239	0.10208	0.27011	7668	3	-0.16339	0.58313	0.89084	1	13551	1	-0.16339
CLDN17	6	0.23706	0.095332	0.259273	7550	3	-0.21548	0.081567	0.39937	1	3934	2	-0.21548
CLDN18	6	0.047588	0.0062473	0.046472	2763	4	-0.27824	0.31312	0.73586	1	9377	1	-0.27824
CLDN19	6	0.11992	0.033907	0.144821	4796	3	-0.016819	0.1813	0.5868	1	6665	3	-0.016819
CLDN2	6	0.35279	0.16186	0.342425	9655	2	0.14974	0.16305	0.56502	1	6147	3	0.14974
CLDN20	6	0.142	0.043809	0.168751	5332	3	-0.084662	0.94903	0.99273	1	18971	0	-0.084662
CLDN22	6	0.8286	0.53878	0.681646	16286	1	0.30066	0.051695	0.31786	1	2876	3	0.30066
CLDN23	6	0.97399	0.87741	0.917079	19678	0	0.14658	0.11948	0.48874	1	4996	3	0.14658
CLDN24	6	0.96406	0.82788	0.877818	19404	0	0.1112	0.091217	0.41868	1	4230	3	0.1112
CLDN25	6	0.53663	0.29778	0.484333	12582	2	0.030119	0.90247	0.97948	1	17955	0	0.030119
CLDN3	6	0.20243	0.076193	0.232265	6727	3	-0.073121	0.33665	0.74748	1	9723	2	-0.073121
CLDN4	6	0.067739	0.010452	0.062819	3478	2	0.065726	0.14801	0.5363	1	5750	3	0.065726
CLDN5	6	0.5297	0.2904	0.476137	12467	1	0.046157	0.74714	0.92646	1	15283	1	0.046157
CLDN6	6	0.094836	0.023439	0.11582	4200	3	-0.15473	0.84919	0.95788	1	16827	1	-0.15473
CLDN7	6	0.98404	0.91216	0.93896	19970	0	0.23383	0.040574	0.26095	1	2375	4	0.23383
CLDN8	6	0.52009	0.27234	0.453854	12306	1	0.20297	0.046866	0.29896	1	2664	4	0.20297
CLDN9	6	0.18733	0.058383	0.189305	6393	2	-0.088281	0.37955	0.76926	1	10387	2	-0.088281
