id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna
Rc3h2	4	0.061346	0.17245	0.969655	3517	3	0.90471	0.90463	1	18599	0
Prss37	4	0.061346	0.17245	0.969655	3518	2	0.26856	0.26916	1	5513	1
Camsap3	4	0.061346	0.17245	0.969655	3519	3	0.41984	0.41949	1	8540	0
Antxr2	4	0.061346	0.17245	0.969655	3520	3	0.83047	0.83039	1	17020	0
Zfp68	4	0.061346	0.17245	0.969655	3521	2	0.582	0.58166	1	11807	0
BC052040	4	0.061346	0.17245	0.969655	3522	3	0.56239	0.56189	1	11406	0
Lsm1	4	0.061346	0.17245	0.969655	3523	3	0.29042	0.29019	1	5946	1
Lhfpl3	4	0.061346	0.17245	0.969655	3524	3	0.81237	0.81223	1	16620	0
Vps36	4	0.061346	0.17245	0.969655	3525	2	0.7781	0.77786	1	15887	0
Fscn3	4	0.061346	0.17245	0.969655	3526	3	0.89405	0.89397	1	18371	0
Fbxo25	4	0.061346	0.17245	0.969655	3527	3	0.77518	0.775	1	15848	0
Kbtbd4	4	0.061346	0.17245	0.969655	3528	2	0.19888	0.20511	1	4214	1
Lcmt1	4	0.061459	0.17272	0.969655	3529	4	0.93854	0.93843	1	19295	0
Mettl4	4	0.061514	0.17287	0.969655	3530	3	0.93139	0.9314	1	19143	0
Lamb2	4	0.061514	0.17287	0.969655	3531	2	0.72259	0.72244	1	14735	0
Trub2	4	0.061514	0.17287	0.969655	3532	3	0.80799	0.80783	1	16505	0
Mmaa	4	0.061514	0.17287	0.969655	3533	2	0.052234	0.083099	0.974502	1717	1
Gspt2	4	0.061514	0.17287	0.969655	3534	2	0.022724	0.042055	0.972836	856	2
A230050P20Rik	4	0.061514	0.17287	0.969655	3535	2	0.87505	0.8749	1	17947	0
Arrdc2	4	0.061514	0.17287	0.969655	3536	3	0.77518	0.775	1	15817	0
N6amt2	4	0.061514	0.17287	0.969655	3537	2	0.63314	0.63304	1	12912	0
Stk36	4	0.061514	0.17287	0.969655	3538	3	0.34262	0.34203	1	6975	0
Zbtb18	4	0.061514	0.17287	0.969655	3539	2	0.038435	0.068474	0.972836	1407	2
Dr1	4	0.061514	0.17287	0.969655	3540	2	0.8553	0.85508	1	17528	0
Mlkl	4	0.061514	0.17287	0.969655	3541	1	0.42731	0.42697	1	8690	0
Rab3il1	4	0.061514	0.17287	0.969655	3542	2	0.23239	0.23538	1	4810	1
Dock5	4	0.061514	0.17287	0.969655	3543	2	0.35291	0.35233	1	7184	0
Gm14085	4	0.061514	0.17287	0.969655	3544	2	0.25217	0.25372	1	5181	1
Olfr824	4	0.061514	0.17287	0.969655	3545	2	0.37743	0.37691	1	7667	0
Drg1	4	0.061514	0.17287	0.969655	3546	2	0.56757	0.56708	1	11497	0
Ndp	4	0.061514	0.17287	0.969655	3547	2	0.49583	0.49538	1	10054	0
Clcn2	4	0.061514	0.17287	0.969655	3548	2	0.70236	0.70219	1	14305	0
B3gnt9	4	0.062196	0.17454	0.969655	3549	3	0.42404	0.42368	1	8627	0
Cops4	4	0.062468	0.17519	0.969655	3550	4	0.93753	0.93746	1	19278	0
Myo3b	4	0.062468	0.17519	0.969655	3551	4	0.93753	0.93746	1	19264	0
Lrrc55	4	0.062468	0.17519	0.969655	3552	4	0.93753	0.93746	1	19292	0
Ankrd49	4	0.062468	0.17519	0.969655	3553	4	0.93753	0.93746	1	19289	0
Cacna1i	4	0.062468	0.17519	0.969655	3554	4	0.93753	0.93746	1	19290	0
Csn2	4	0.062468	0.17519	0.969655	3555	4	0.93753	0.93746	1	19285	0
Zadh2	4	0.062468	0.17519	0.969655	3556	4	0.93753	0.93746	1	19291	0
Dand5	4	0.062468	0.17519	0.969655	3557	4	0.93753	0.93746	1	19273	0
Htr3b	4	0.062468	0.17519	0.969655	3558	4	0.93753	0.93746	1	19286	0
Crbn	4	0.062468	0.17519	0.969655	3559	4	0.93753	0.93746	1	19279	0
Kir3dl1	4	0.062468	0.17519	0.969655	3560	4	0.93753	0.93746	1	19293	0
Sh2d2a	4	0.062468	0.17519	0.969655	3561	4	0.93753	0.93746	1	19284	0
Pdgfrb	4	0.062468	0.17519	0.969655	3562	4	0.93753	0.93746	1	19282	0
Cyp2c38	4	0.062468	0.17519	0.969655	3563	4	0.93753	0.93746	1	19274	0
Atp6v1g1	4	0.062468	0.17519	0.969655	3564	4	0.93753	0.93746	1	19271	0
Ubxn1	4	0.062468	0.17519	0.969655	3565	4	0.93753	0.93746	1	19288	0
Dnajc25	4	0.062468	0.17519	0.969655	3566	4	0.93753	0.93746	1	19276	0
Mamstr	4	0.062468	0.17519	0.969655	3567	4	0.93753	0.93746	1	19294	0
Taar1	4	0.062468	0.17519	0.969655	3568	4	0.93753	0.93746	1	19269	0
Glmn	4	0.062468	0.17519	0.969655	3569	4	0.93753	0.93746	1	19283	0
Lmf2	4	0.062468	0.17519	0.969655	3570	4	0.93753	0.93746	1	19275	0
Znf512b	4	0.062468	0.17519	0.969655	3571	4	0.93753	0.93746	1	19287	0
Rgs17	4	0.062468	0.17519	0.969655	3572	4	0.93753	0.93746	1	19265	0
Tcl1b5	4	0.063082	0.17623	0.969655	3573	3	0.93548	0.9354	1	19252	0
Peo1	4	0.063082	0.17623	0.969655	3574	2	0.84007	0.83989	1	17205	0
Olfr1253	4	0.063082	0.17623	0.969655	3575	3	0.44933	0.44902	1	9143	0
Olfr536	4	0.063082	0.17623	0.969655	3576	1	0.48619	0.48587	1	9864	0
Hus1b	4	0.063082	0.17623	0.969655	3577	1	0.39675	0.39639	1	8064	0
Atp12a	4	0.063082	0.17623	0.969655	3578	2	0.40838	0.40803	1	8292	0
Zfp277	4	0.063082	0.17623	0.969655	3579	3	0.93548	0.9354	1	19228	0
St6galnac3	4	0.063082	0.17623	0.969655	3580	3	0.5423	0.54181	1	10971	0
Rcvrn	4	0.063082	0.17623	0.969655	3581	2	0.087762	0.11128	0.987703	2302	1
Rad51b	4	0.063082	0.17623	0.969655	3582	3	0.92452	0.92458	1	18968	0
1700007K13Rik	4	0.063082	0.17623	0.969655	3583	2	0.4948	0.49438	1	10038	0
Dnm1	4	0.063082	0.17623	0.969655	3584	2	0.40705	0.40673	1	8269	0
Olfr725	4	0.063082	0.17623	0.969655	3585	3	0.93345	0.93342	1	19198	0
Slamf6	4	0.063082	0.17623	0.969655	3586	1	0.31818	0.31771	1	6494	0
Ttc39d	4	0.063194	0.17641	0.969655	3587	2	0.25234	0.25389	1	5185	0
Slco1c1	4	0.063304	0.17659	0.969655	3588	3	0.74985	0.7497	1	15334	0
Krt33b	4	0.063304	0.17659	0.969655	3589	3	0.76621	0.76603	1	15664	0
Efnb3	4	0.063304	0.17659	0.969655	3590	3	0.58591	0.58563	1	11903	0
Grtp1	4	0.063304	0.17659	0.969655	3591	3	0.53624	0.53575	1	10853	0
Cenpf	4	0.063304	0.17659	0.969655	3592	2	0.19661	0.20312	1	4177	1
Vdr	4	0.063304	0.17659	0.969655	3593	3	0.38467	0.38417	1	7802	0
Zfp608	4	0.063304	0.17659	0.969655	3594	3	0.069766	0.096937	0.982539	2000	1
Pemt	4	0.063304	0.17659	0.969655	3595	2	0.65667	0.6566	1	13387	0
Fam172a	4	0.063304	0.17659	0.969655	3596	2	0.55314	0.55262	1	11215	0
Mapk8ip1	4	0.063304	0.17659	0.969655	3597	3	0.84612	0.84593	1	17331	0
Ehf	4	0.063304	0.17659	0.969655	3598	2	0.49292	0.49256	1	10001	0
Oplah	4	0.063304	0.17659	0.969655	3599	3	0.67653	0.67648	1	13774	0
Tas2r104	4	0.063304	0.17659	0.969655	3600	2	0.1347	0.14979	0.994909	3099	1
Zfr	4	0.063304	0.17659	0.969655	3601	3	0.12798	0.14416	0.994909	2973	1
Zbtb12	4	0.063327	0.17664	0.969655	3602	3	0.47554	0.47522	1	9660	0
Csf2ra	4	0.063327	0.17664	0.969655	3603	3	0.12732	0.14359	0.994909	2961	1
Ccdc34	4	0.063327	0.17664	0.969655	3604	3	0.17316	0.18257	1	3755	1
Sult2a6	4	0.063327	0.17664	0.969655	3605	3	0.7781	0.77786	1	15913	0
Gm382	4	0.063327	0.17664	0.969655	3606	3	0.095253	0.11738	0.992856	2423	1
Igbp1b	4	0.063327	0.17664	0.969655	3607	3	0.033075	0.059469	0.972836	1224	1
Cxcl3	4	0.063327	0.17664	0.969655	3608	3	0.21057	0.21556	1	4422	1
Cd247	4	0.063327	0.17664	0.969655	3609	3	0.75818	0.75802	1	15509	0
Klrb1b	4	0.063327	0.17664	0.969655	3610	3	0.83553	0.83542	1	17120	0
Cd68	4	0.063327	0.17664	0.969655	3611	3	0.87945	0.87938	1	18038	0
Kat6b	4	0.063327	0.17664	0.969655	3612	3	0.89664	0.89655	1	18434	0
Synpo2l	4	0.063327	0.17664	0.969655	3613	3	0.53242	0.53189	1	10769	0
Rbm15	4	0.063327	0.17664	0.969655	3614	3	0.91983	0.91983	1	18890	0
H2-M2	4	0.063327	0.17664	0.969655	3615	3	0.23852	0.24097	1	4934	1
Olfr282	4	0.063327	0.17664	0.969655	3616	3	0.62867	0.6286	1	12822	0
Cdkl3	4	0.063327	0.17664	0.969655	3617	3	0.12659	0.14298	0.994909	2946	1
Nagpa	4	0.063327	0.17664	0.969655	3618	3	0.74985	0.7497	1	15324	0
Oxgr1	4	0.063327	0.17664	0.969655	3619	3	0.79254	0.79239	1	16189	0
Hist1h2ad	4	0.063327	0.17664	0.969655	3620	3	0.68599	0.68593	1	13972	0
Tmem132c	4	0.063327	0.17664	0.969655	3621	3	0.84922	0.849	1	17406	0
Akt3	4	0.063327	0.17664	0.969655	3622	3	0.54355	0.54305	1	11002	0
Rnaseh1	4	0.063327	0.17664	0.969655	3623	3	0.68468	0.68462	1	13938	0
Adh5	4	0.063327	0.17664	0.969655	3624	3	0.65015	0.65006	1	13247	0
Gstm5	4	0.063327	0.17664	0.969655	3625	3	0.32526	0.3247	1	6627	0
Chtf8	4	0.063327	0.17664	0.969655	3626	3	0.93139	0.9314	1	19164	0
Prkcsh	4	0.063327	0.17664	0.969655	3627	3	0.74985	0.7497	1	15323	0
Mark4	4	0.063925	0.17763	0.969655	3628	2	0.10557	0.12571	0.994188	2586	1
Pard6g	4	0.063925	0.17763	0.969655	3629	2	0.36905	0.36857	1	7498	0
Trat1	4	0.064176	0.17809	0.969655	3630	1	0.3893	0.38886	1	7900	0
Rgs5	4	0.064176	0.17809	0.969655	3631	2	0.028751	0.052122	0.972836	1074	1
Ccdc134	4	0.064467	0.17861	0.969655	3632	3	0.16624	0.17656	1	3634	1
Aipl1	4	0.064479	0.17863	0.969655	3633	3	0.57144	0.57095	1	11584	0
Slc5a2	4	0.064504	0.17868	0.969655	3634	3	0.78661	0.78645	1	16051	0
Bdh1	4	0.064504	0.17868	0.969655	3635	3	0.59807	0.59782	1	12161	0
Mup19	2	0.064554	0.11312	0.969655	3636	1	0.18467	0.18431	1	3959	0
Timm10b	4	0.064575	0.1788	0.969655	3637	2	0.093843	0.11625	0.990541	2402	1
Olfr68	4	0.064575	0.1788	0.969655	3638	2	0.81101	0.81087	1	16598	0
Cybb	4	0.064575	0.1788	0.969655	3639	2	0.62163	0.62152	1	12659	0
Rnf19a	4	0.064575	0.1788	0.969655	3640	2	0.69453	0.69443	1	14153	0
Slmo1	4	0.064575	0.1788	0.969655	3641	2	0.83223	0.83213	1	17045	0
Olfr1238	4	0.064575	0.1788	0.969655	3642	1	0.024903	0.045711	0.972836	935	2
Ppargc1a	4	0.064575	0.1788	0.969655	3643	3	0.80633	0.80619	1	16491	0
Micalcl	4	0.064575	0.1788	0.969655	3644	2	0.0020194	0.005616	0.972836	105	2
Mroh2b	4	0.064575	0.1788	0.969655	3645	3	0.90749	0.90741	1	18653	0
Pla2g12b	4	0.064575	0.1788	0.969655	3646	2	0.61421	0.61407	1	12515	0
Gm10147	4	0.064575	0.1788	0.969655	3647	1	0.68033	0.6803	1	13838	0
Fgf11	4	0.064575	0.1788	0.969655	3648	3	0.8553	0.85508	1	17513	0
Amdhd1	4	0.064575	0.1788	0.969655	3649	2	0.45512	0.4548	1	9257	0
Il20ra	4	0.064575	0.1788	0.969655	3650	2	0.2728	0.27329	1	5595	1
Gm8439	4	0.064575	0.1788	0.969655	3651	2	0.11524	0.13358	0.994266	2750	1
Gm8369	4	0.064575	0.1788	0.969655	3652	2	0.6311	0.63103	1	12866	0
SGR000121426.1_XPR003.1	1	0.065169	0.065206	0.95709	3653	1	0.93483	0.93505	1	19218	0
Cnot7	4	0.065201	0.17986	0.969655	3654	2	0.78103	0.78084	1	15959	0
Doxl2	4	0.065212	0.17988	0.969655	3655	2	0.68932	0.68919	1	14037	0
Olfr384	4	0.06525	0.17994	0.969655	3656	2	0.77247	0.77232	1	15756	0
Treml1	4	0.065334	0.18009	0.969655	3657	2	0.47577	0.47544	1	9663	0
Sult1b1	4	0.065334	0.18009	0.969655	3658	3	0.64697	0.6469	1	13184	0
Vmn2r110	4	0.065334	0.18009	0.969655	3659	3	0.7884	0.78826	1	16101	0
Tcp11l2	4	0.065334	0.18009	0.969655	3660	3	0.89918	0.8991	1	18457	0
Ube2a	4	0.065334	0.18009	0.969655	3661	3	0.4302	0.42985	1	8759	0
Gm10670	4	0.065334	0.18009	0.969655	3662	2	0.031837	0.057389	0.972836	1179	2
Tacc1	4	0.065334	0.18009	0.969655	3663	3	0.82704	0.82692	1	16940	0
Rom1	4	0.065334	0.18009	0.969655	3664	3	0.83853	0.83837	1	17176	0
Slc22a22	4	0.065334	0.18009	0.969655	3665	3	0.61896	0.61886	1	12609	0
Olfm4	4	0.065334	0.18009	0.969655	3666	3	0.93345	0.93342	1	19182	0
Neurl4	4	0.065334	0.18009	0.969655	3667	3	0.89117	0.89109	1	18292	0
Dynlrb1	4	0.065334	0.18009	0.969655	3668	2	0.52442	0.52405	1	10624	0
Katnal1	4	0.065334	0.18009	0.969655	3669	2	0.41846	0.41816	1	8509	0
Olfr1475	4	0.065334	0.18009	0.969655	3670	2	0.57521	0.57475	1	11667	0
Cramp1l	4	0.065334	0.18009	0.969655	3671	3	0.58668	0.58638	1	11918	0
Myh1	4	0.065635	0.18058	0.969655	3672	2	0.89664	0.89655	1	18429	0
Cndp2	4	0.065635	0.18058	0.969655	3673	2	0.75156	0.75146	1	15363	0
Ren1	4	0.065635	0.18058	0.969655	3674	3	0.53169	0.53119	1	10752	0
Med31	4	0.065635	0.18058	0.969655	3675	3	0.85867	0.85839	1	17575	0
Bgn	4	0.065635	0.18058	0.969655	3676	1	0.39561	0.39524	1	8038	0
Rfesd	4	0.065635	0.18058	0.969655	3677	1	0.27546	0.27578	1	5648	1
Hba-a1	4	0.065635	0.18058	0.969655	3678	3	0.20794	0.21322	1	4371	1
Mtpap	4	0.065635	0.18058	0.969655	3679	2	0.56494	0.56448	1	11458	0
Nek9	4	0.065635	0.18058	0.969655	3680	3	0.3506	0.35004	1	7137	0
Dctpp1	4	0.065635	0.18058	0.969655	3681	2	0.039182	0.069683	0.972836	1431	1
Dhrs7	4	0.065747	0.18077	0.969655	3682	3	0.91502	0.91494	1	18776	0
Plag1	4	0.065747	0.18077	0.969655	3683	3	0.72562	0.72554	1	14803	0
Lgi1	4	0.065747	0.18077	0.969655	3684	3	0.42327	0.42296	1	8610	0
Kif26a	4	0.065747	0.18077	0.969655	3685	3	0.93548	0.9354	1	19239	0
Cox8a	4	0.065747	0.18077	0.969655	3686	3	0.39021	0.3898	1	7918	0
Slc35b3	4	0.065747	0.18077	0.969655	3687	3	0.7045	0.70431	1	14355	0
Stoml3	4	0.065747	0.18077	0.969655	3688	3	0.33475	0.33415	1	6814	0
Olfr101	4	0.065747	0.18077	0.969655	3689	3	0.5986	0.59839	1	12179	0
Zfp691	4	0.065747	0.18077	0.969655	3690	3	0.75818	0.75802	1	15477	0
Mtus1	4	0.065747	0.18077	0.969655	3691	3	0.91502	0.91494	1	18806	0
Fibin	4	0.065747	0.18077	0.969655	3692	3	0.80799	0.80783	1	16504	0
Prss42	4	0.065747	0.18077	0.969655	3693	3	0.73935	0.73916	1	15100	0
Gcnt4	4	0.065747	0.18077	0.969655	3694	3	0.89918	0.8991	1	18470	0
Ostn	4	0.065747	0.18077	0.969655	3695	3	0.92452	0.92458	1	18980	0
Ppia	4	0.065747	0.18077	0.969655	3696	3	0.60029	0.60008	1	12217	0
Rprd1b	4	0.065747	0.18077	0.969655	3697	3	0.78378	0.78361	1	15992	0
Samd1	4	0.065747	0.18077	0.969655	3698	3	0.93548	0.9354	1	19226	0
Dmbt1	4	0.065747	0.18077	0.969655	3699	3	0.7781	0.77786	1	15904	0
AF067063	4	0.065747	0.18077	0.969655	3700	3	0.31837	0.31791	1	6496	0
Hsd3b6	4	0.065747	0.18077	0.969655	3701	3	0.83047	0.83039	1	17010	0
Tas2r135	4	0.065747	0.18077	0.969655	3702	3	0.18007	0.18858	1	3883	1
Taf7l	4	0.065747	0.18077	0.969655	3703	3	0.33254	0.33196	1	6773	0
Tmem30c	4	0.065747	0.18077	0.969655	3704	3	0.49178	0.49142	1	9976	0
Agbl3	4	0.065747	0.18077	0.969655	3705	3	0.25999	0.26112	1	5337	1
Hsd17b6	4	0.065747	0.18077	0.969655	3706	3	0.88678	0.88669	1	18174	0
Crisp2	4	0.066019	0.18121	0.969655	3707	2	0.52042	0.51999	1	10544	0
Ctss	4	0.066067	0.18129	0.969655	3708	2	0.067366	0.095003	0.979988	1962	1
Krtap5-2	4	0.066423	0.18189	0.969655	3709	3	0.92679	0.92686	1	19017	0
SGR000121812.1_XPR003.1	1	0.066448	0.066522	0.95709	3710	1	0.93355	0.93374	1	19210	0
SGR000121710.1_XPR003.1	1	0.066448	0.066522	0.95709	3711	1	0.93355	0.93374	1	19213	0
SGR000122077.1_XPR003.1	1	0.066448	0.066522	0.95709	3712	1	0.93355	0.93374	1	19212	0
SGR000122116.1_XPR003.1	1	0.066448	0.066522	0.95709	3713	1	0.93355	0.93374	1	19211	0
Ifrd1	4	0.066562	0.18213	0.969655	3714	3	0.93344	0.93341	1	19167	0
Ezh1	4	0.066979	0.18281	0.969655	3715	3	0.41437	0.41406	1	8417	0
Mpdu1	4	0.066981	0.18281	0.969655	3716	2	0.6257	0.62563	1	12752	0
Nlrp9b	4	0.066981	0.18281	0.969655	3717	1	0.50209	0.50166	1	10186	0
E330017A01Rik	4	0.066981	0.18281	0.969655	3718	3	0.80135	0.80122	1	16380	0
Tmem176a	4	0.066981	0.18281	0.969655	3719	2	0.059267	0.088565	0.977076	1821	1
Rab25	4	0.066981	0.18281	0.969655	3720	3	0.56452	0.56408	1	11449	0
Vps39	4	0.066981	0.18281	0.969655	3721	2	0.42814	0.42782	1	8711	0
Antxr1	4	0.066981	0.18281	0.969655	3722	2	0.83711	0.83699	1	17144	0
Actl9	4	0.066981	0.18281	0.969655	3723	1	0.27574	0.27606	1	5652	1
Zcchc11	4	0.066981	0.18281	0.969655	3724	2	0.46702	0.46665	1	9483	0
Pebp4	4	0.066981	0.18281	0.969655	3725	3	0.52336	0.52297	1	10601	0
Lypd6b	4	0.066981	0.18281	0.969655	3726	2	0.41797	0.41769	1	8492	0
Slc15a3	4	0.066981	0.18281	0.969655	3727	2	0.66301	0.66285	1	13513	0
Skint4	4	0.066981	0.18281	0.969655	3728	1	0.49735	0.4969	1	10091	0
Anxa10	4	0.066981	0.18281	0.969655	3729	2	0.05704	0.086864	0.977076	1784	1
Pgm5	4	0.066981	0.18281	0.969655	3730	3	0.61088	0.61067	1	12433	0
Oxct1	4	0.066981	0.18281	0.969655	3731	2	0.75268	0.75258	1	15394	0
Lrrc14b	4	0.066981	0.18281	0.969655	3732	3	0.41002	0.4097	1	8327	0
Uchl1	4	0.066981	0.18281	0.969655	3733	2	0.11588	0.13409	0.994266	2761	1
Tal2	4	0.066981	0.18281	0.969655	3734	1	0.65739	0.65732	1	13401	0
Slc25a20	4	0.066981	0.18281	0.969655	3735	2	0.41971	0.41934	1	8536	0
Tceal7	4	0.066981	0.18281	0.969655	3736	1	0.61336	0.6132	1	12496	0
Rin2	4	0.066981	0.18281	0.969655	3737	3	0.90471	0.90463	1	18565	0
Spag17	4	0.066981	0.18281	0.969655	3738	2	0.14789	0.16092	0.997155	3322	1
Guca2b	4	0.067008	0.18286	0.969655	3739	3	0.32583	0.32528	1	6636	0
Cep350	4	0.067479	0.18366	0.969655	3740	2	0.55081	0.55028	1	11158	0
1700015E13Rik	4	0.067479	0.18366	0.969655	3741	2	0.73694	0.73674	1	15047	0
Ice2	4	0.067479	0.18366	0.969655	3742	2	0.41079	0.41047	1	8346	0
Nup153	4	0.067479	0.18366	0.969655	3743	3	0.29969	0.29925	1	6124	1
Olfr695	4	0.067479	0.18366	0.969655	3744	3	0.8677	0.86749	1	17783	0
Fst	4	0.067479	0.18366	0.969655	3745	2	0.48268	0.48236	1	9800	0
Svs5	4	0.067479	0.18366	0.969655	3746	3	0.29701	0.29661	1	6077	1
Olfr1324	4	0.067479	0.18366	0.969655	3747	3	0.82704	0.82692	1	16916	0
Exph5	4	0.067479	0.18366	0.969655	3748	2	0.030801	0.055632	0.972836	1141	1
Ifrd2	4	0.067479	0.18366	0.969655	3749	3	0.81766	0.81754	1	16708	0
Gm5741	4	0.067479	0.18366	0.969655	3750	3	0.6401	0.64003	1	13053	0
Aga	4	0.067479	0.18366	0.969655	3751	2	0.27783	0.27811	1	5692	1
Cd209a	4	0.067479	0.18366	0.969655	3752	2	0.014834	0.028644	0.972836	565	2
Olfr1157	4	0.067479	0.18366	0.969655	3753	2	0.66921	0.66915	1	13641	0
Olfr893	4	0.067479	0.18366	0.969655	3754	2	0.51703	0.51655	1	10484	0
8430408G22Rik	4	0.067479	0.18366	0.969655	3755	2	0.2919	0.29161	1	5975	1
Ifnab	4	0.067479	0.18366	0.969655	3756	2	0.22462	0.22827	1	4664	1
Anxa7	4	0.067479	0.18366	0.969655	3757	3	0.21336	0.21806	1	4476	1
Thy1	4	0.067479	0.18366	0.969655	3758	3	0.081032	0.10595	0.986944	2185	1
Prl7c1	4	0.067479	0.18366	0.969655	3759	2	0.50399	0.50352	1	10218	0
Prkar1a	4	0.067479	0.18366	0.969655	3760	3	0.81439	0.81424	1	16687	0
Fuom	4	0.067479	0.18366	0.969655	3761	2	0.54942	0.5489	1	11131	0
Bpifb9b	4	0.067479	0.18366	0.969655	3762	2	0.17609	0.18512	1	3815	1
Dennd1a	4	0.067479	0.18366	0.969655	3763	3	0.89664	0.89655	1	18436	0
1700019A02Rik	4	0.067479	0.18366	0.969655	3764	3	0.31805	0.31758	1	6488	0
Lin28a	4	0.067479	0.18366	0.969655	3765	3	0.30313	0.30263	1	6186	1
Zfp658	4	0.067479	0.18366	0.969655	3766	3	0.86168	0.86141	1	17650	0
Rfx8	4	0.067479	0.18366	0.969655	3767	2	0.81101	0.81087	1	16571	0
SGR000121611.1_XPR003.1	1	0.067707	0.067766	0.95709	3768	1	0.93229	0.93244	1	19165	0
Cln3	4	0.067894	0.18431	0.969655	3769	1	0.60259	0.60238	1	12269	0
Ebf4	4	0.068195	0.18484	0.969655	3770	3	0.56714	0.56666	1	11491	0
Olfr629	4	0.068195	0.18484	0.969655	3771	3	0.5726	0.57208	1	11606	0
Adcyap1r1	4	0.068195	0.18484	0.969655	3772	3	0.85223	0.85198	1	17438	0
Olfr503	4	0.068195	0.18484	0.969655	3773	3	0.77394	0.77376	1	15806	0
Cnksr3	4	0.068195	0.18484	0.969655	3774	3	0.59803	0.59779	1	12160	0
Tcf12	4	0.068195	0.18484	0.969655	3775	3	0.18692	0.1946	1	4001	1
Rsph14	4	0.068195	0.18484	0.969655	3776	3	0.54497	0.54446	1	11030	0
Mettl11b	4	0.068195	0.18484	0.969655	3777	3	0.056701	0.086611	0.977076	1779	1
Trim12a	4	0.068195	0.18484	0.969655	3778	3	0.89664	0.89655	1	18395	0
Dnaic1	4	0.068195	0.18484	0.969655	3779	3	0.92452	0.92458	1	18965	0
Slc25a19	4	0.068195	0.18484	0.969655	3780	3	0.78958	0.78943	1	16139	0
Herc6	4	0.068195	0.18484	0.969655	3781	3	0.92452	0.92458	1	18973	0
Dnajc1	4	0.068195	0.18484	0.969655	3782	3	0.8224	0.82226	1	16835	0
Tlr8	4	0.068195	0.18484	0.969655	3783	3	0.57996	0.57958	1	11755	0
Gas8	4	0.068195	0.18484	0.969655	3784	3	0.92452	0.92458	1	19000	0
Akap9	4	0.068195	0.18484	0.969655	3785	3	0.89117	0.89109	1	18286	0
Vti1a	4	0.068195	0.18484	0.969655	3786	3	0.88545	0.88534	1	18159	0
Pkp1	4	0.068195	0.18484	0.969655	3787	3	0.75421	0.75414	1	15415	0
Zfp473	4	0.068195	0.18484	0.969655	3788	3	0.82398	0.82387	1	16881	0
Gas2l2	4	0.068195	0.18484	0.969655	3789	3	0.69959	0.69943	1	14254	0
Gabbr2	4	0.068195	0.18484	0.969655	3790	3	0.74715	0.74702	1	15280	0
Ctf2	4	0.068195	0.18484	0.969655	3791	3	0.83855	0.83838	1	17177	0
Olfr777	4	0.068195	0.18484	0.969655	3792	3	0.12247	0.13961	0.994814	2876	1
Cyp2d40	4	0.068195	0.18484	0.969655	3793	3	0.70934	0.70916	1	14462	0
Tlx2	4	0.068195	0.18484	0.969655	3794	3	0.58965	0.5894	1	11980	0
Stra13	4	0.068493	0.18534	0.969655	3795	3	0.18064	0.18909	1	3893	1
Chd1	4	0.068514	0.18538	0.969655	3796	2	0.42949	0.42916	1	8743	0
Klra7	4	0.068555	0.18545	0.969655	3797	2	0.67126	0.67122	1	13671	0
Edem1	4	0.06859	0.18552	0.969655	3798	1	0.39119	0.39076	1	7939	0
Podxl2	4	0.06859	0.18552	0.969655	3799	2	0.75268	0.75258	1	15381	0
Pcdha10	4	0.06859	0.18552	0.969655	3800	1	0.31579	0.31534	1	6436	0
Asxl3	4	0.06859	0.18552	0.969655	3801	2	0.069238	0.096508	0.982539	1989	1
Klhl40	4	0.06859	0.18552	0.969655	3802	1	0.66908	0.66903	1	13637	0
Cnksr1	4	0.06859	0.18552	0.969655	3803	2	0.29282	0.29251	1	5999	1
Ddx54	4	0.06859	0.18552	0.969655	3804	2	0.16044	0.17158	0.998265	3541	1
Olfr1107	4	0.06859	0.18552	0.969655	3805	3	0.61866	0.61857	1	12602	0
Mfsd1	4	0.06859	0.18552	0.969655	3806	2	0.57669	0.57628	1	11697	0
Spa17	4	0.06859	0.18552	0.969655	3807	2	0.28531	0.28527	1	5849	1
Zscan2	4	0.06859	0.18552	0.969655	3808	2	0.089651	0.11281	0.98886	2327	1
Zcchc17	4	0.06859	0.18552	0.969655	3809	2	0.083549	0.10797	0.986944	2225	1
Msi2	4	0.06859	0.18552	0.969655	3810	3	0.92911	0.92914	1	19090	0
Olfr32	4	0.06859	0.18552	0.969655	3811	2	0.11163	0.13068	0.994266	2690	1
Cenpm	4	0.06859	0.18552	0.969655	3812	2	0.82704	0.82692	1	16931	0
Gmip	4	0.06874	0.18578	0.969655	3813	3	0.93126	0.93129	1	19116	0
SGR000122149.1_XPR003.1	1	0.068827	0.06887	0.95709	3814	1	0.93117	0.9313	1	19115	0
Nobox	4	0.069286	0.18667	0.969655	3815	3	0.068662	0.09603	0.982539	1980	1
Tctex1d1	4	0.069364	0.18679	0.969655	3816	3	0.56795	0.56745	1	11507	0
Paqr7	4	0.069441	0.18691	0.969655	3817	3	0.91983	0.91983	1	18872	0
Hormad2	4	0.069686	0.18733	0.969655	3818	2	0.35013	0.34957	1	7129	0
Olfr1314	4	0.069686	0.18733	0.969655	3819	2	0.3738	0.37328	1	7592	0
Arl1	4	0.069686	0.18733	0.969655	3820	2	0.0076868	0.016163	0.972836	307	2
