Signature ID,Percent Overlap (P905_L_p),adj p-val (P905_L_p),Overlap (P905_L_p),Score (P905_L_p)
WP_5Q35_COPY_NUMBER_VARIATION,14.4,0.257539962,SOS1|INPP5D|ARFGAP2|JUN|RGS14|BABAM1|CXCR4|ABL1|BRCA1|SRC|NSD1|PTPN2|ADAM10|UIMC1|BARD1|DBN1,1.7252999544
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME,29,0.089979597,ACACA|SF3B1|EIF2AK3|RB1|LAT2|CLASP2|EIF4H|TSG101|HMGA1|CLIP2|CLASP1|DEK|CHTF18|MYO1C|ULK1|CFL1|SQSTM1|GAPDH|BCL7B|DDX21|BAZ1B|HDAC6|VAMP2|MYBBP1A|LIMK1|CTNNB1|EIF2A|BRD4|GTF2I|VPS37A|CLTC,-2.4823000431
WP_ACUTE_VIRAL_MYOCARDITIS,23.5,0.1093841252,SOS1|BNIP2|EIF4G1|DMD|FYN|CXCR4|ABL1|CREB1|MAPK1|STAT3|STAT1|ITGAL|SRC|ABL2|CASP2|PABPC1|GSK3B|CAV1|DFFA|EIF4G2,2.326499939
WP_ADIPOGENESIS,19.8,0.3095567926,NR3C1|LMNA|NCOR1|NCOR2|STAT5A|RB1|LPIN1|HMGA1|CREB1|RBL1|RBL2|STAT5B|SMAD3|NCOA2|STAT3|STAT1|MEF2D|E2F1|CDKN1A|MEF2C|CTNNB1|MEF2A|IRS2|FOXO1|NCOA1|GATA3,-1.5159000158
WP_AGE_RAGE_PATHWAY,30.3,0.0031717172,NFKB1|PRKCA|JUN|STAT5A|RAF1|DIAPH1|MAPK1|STAT5B|SMAD3|ATF2|PRKCD|STAT3|MSN|STAT1|SRC|RELA|PRKCB|FOXO1|IKBKB|MAPK14,4.1736998558
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY,33.3,0.936913896,SOS1|PRKCA|PTPN11|MTOR|MAPK1|PRKCD|SRC|EIF4EBP1|IRS2|PTK2|MAPK14,-0.1366000026
WP_ALZHEIMER_39_S_DISEASE,20.3,0.0031717172,ITPR3|NFKB1|BAD|ATG2B|MAP2K2|ARAF|BRAF|PSMA5|EIF2AK3|KLC2|ITPR1|MTOR|PSMD1|RAF1|CSNK1A1|KIF5B|MAPK1|MAP2K7|PSEN1|ULK1|KLC1|TUBB|KLC4|APC|TUBA1C|CSNK2B|ATP2A2|GAPDH|RTN4|ATG13|NRBF2|PSMD2|ADRM1|CTNNB1|IRS2|ADAM10|TUBB1|AMBRA1|PLCB3|ADAM17|GSK3B|RELA|KLC3|EIF2AK2|AXIN1|PIK3R4|VDAC1|AKT2|IKBKB|TUBA4A|PSEN2|RB1CC1|VDAC2,4.7621998787
WP_ALZHEIMER_39_S_DISEASE_AND_MIRNA_EFFECTS,19.9,0.0031717172,ITPR3|NFKB1|BAD|ATG2B|MAP2K2|ARAF|BRAF|PSMA5|EIF2AK3|KLC2|ITPR1|MTOR|PSMD1|RAF1|CSNK1A1|KIF5B|MAPK1|MAP2K7|PSEN1|ULK1|KLC1|TUBB|KLC4|APC|TUBA1C|CSNK2B|ATP2A2|GAPDH|RTN4|ATG13|NRBF2|PSMD2|ADRM1|CTNNB1|IRS2|ADAM10|TUBB1|AMBRA1|PLCB3|ADAM17|GSK3B|RELA|KLC3|EIF2AK2|AXIN1|PIK3R4|VDAC1|AKT2|IKBKB|TUBA4A|PSEN2|RB1CC1|VDAC2,4.7270002365
WP_AMP_ACTIVATED_PROTEIN_KINASE_SIGNALING,28.4,0.0625461363,PRKAB1|ACACA|TSC2|FASN|CRTC2|MTOR|CAMKK2|PRKAB2|EEF2|RPTOR|GYS1|CDKN1A|STK11|EIF4EBP1|RPS6KB1|TSC1|EEF2K|AKT2|ELAVL1,2.6426999569
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,39.4,0.0205712788,SOS1|SMARCA4|PXN|BAD|ARID1A|NDRG1|TSC2|MAP2K2|RAD50|MAP4K1|JUN|PTPN11|PAK1|RB1|MTOR|SMARCD2|PTK2B|RAPGEF1|RAF1|RPTOR|MAPK1|BRCA1|SMAD3|CDK1|SMARCC2|STAT3|RICTOR|STAT1|ELK1|CHEK1|E2F1|PRKDC|SMARCC1|ARID1B|EIF4EBP1|MSH6|ATM|TSC1|ACTL6A|BARD1|FKBP5|ABCC4|MAPK14,3.2506000996
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,40.2,0.015442623,FLNA|NCOA3|NCOR1|JUN|NCOR2|ZNF318|NR2C2|RB1|EP300|CREB1|BRCA1|SMAD3|NCOA2|PIAS1|PATZ1|KAT7|STAT3|SRC|SIN3A|RUNX2|STUB1|CTNNB1|DAXX|GSK3B|RELA|CAV1|KAT2B|FOXO1|CREBBP|HDAC1|TGFB1I1|SIRT1|NCOA1|PTK2|RAD9A,-3.2304999828
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY,37.1,0.0031717172,RPS6KA1|SOS1|MAP4K5|MINK1|CBL|RPS6KA3|PTPN1|PRKAB1|MAP4K2|TSC2|MAP2K2|MAP3K2|MAP4K1|FASN|PIK3C2A|MAP2K4|MTOR|CBLB|MAP3K3|RAPGEF1|MAP3K4|PRKAB2|RAF1|MAP3K7|RPTOR|MAPK1|MAP4K4|MAP2K7|MAP2K3|GYS1|RICTOR|EIF4EBP1|IRS2|MAP3K1|PDPK1|RPS6KA4|RPS6KB1|TSC1|GSK3B|MAP3K8|FOXO1|MAP3K12|PIK3R4|AKT2|MAP3K11|TRIP10|EXOC7|CAP1|MAPK14,4.9204001427
WP_APOPTOSIS,17,0.2628667103,NFKB1|BAD|JUN|MAP2K4|RIPK1|SCAF11|TRAF1|CASP2|TRAF3|MAP3K1|RELA|IKBKB|CASP4|DFFA|IKBKG,1.6768000126
WP_APOPTOSIS_MODULATION_AND_SIGNALING,16.3,0.6392757869,NFKB1|BAD|PEA15|JUN|MADD|RIPK1|BAG3|CASP2|IRAK1|TRAF3|DAXX|PTPN13|IKBKB|CASP4|DFFA,0.7811999917
WP_APOPTOSIS_RELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,39.6,0.0031717172,VIM|JUND|PAK2|SERBP1|HSPB1|NFKB1|F2R|PTK2B|ABL1|MAPK1|TRAF1|CDKN1B|SQSTM1|BCL3|CDKN1A|HSPD1|RPS6KB1|AXIN1|HDAC1|PKN1|PTK2,8.0840997696
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,32.6,0.3818413377,NFKB1|NF1|NCOR2|HSP90AA1|RB1|RAF1|EP300|MAPK1|CDKN1B|SRC|E2F1|CDKN1A|RELA|ARNT|NCOA7,1.3681999445
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2873,24.4,0.0315252001,JUND|JUN|HSP90AA1|EP300|JUNB|CDKN1B|SRC|ARNT|SLC7A5|NCOA1|MYOF,3.0659999847
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,51.1,0.207271819,TRIM28|RIF1|HSPB1|NFKB1|TP53BP1|TSC2|RAD50|MDC1|NBN|MTOR|CDK1|ATF2|HDAC4|LBR|HMGN1|BUB1|CHEK1|STK11|PRKDC|RNF20|ATM|RBBP8|IKBKG,1.8701000214
WP_ATM_SIGNALING_PATHWAY,47.5,0.8128114979,TP53BP1|RAD50|JUN|MDC1|NBN|RIPK1|ABL1|CREB1|BRCA1|CDK1|ATF2|FANCD2|CHEK1|CASP2|CDKN1A|ATM|RAD9A|TLK1|IKBKG,-0.4377000034
WP_AUTOPHAGY,40,0.1351290553,ATG16L1|PRKAB1|MTOR|AKT1S1|PRKAB2|RPTOR|ULK1|ATG13|AMBRA1|UVRAG|PIK3R4|RB1CC1,2.1477999687
WP_A_NETWORK_MAP_OF_MACROPHAGE_STIMULATING_PROTEIN_MSP_SIGNALING,35.4,0.0031717172,VIM|RPS6KA1|RPS6|HSPB1|RPS6KA3|NFKB1|ACACA|NDRG1|MAP2K2|JUN|PDCD4|MTOR|RAF1|ABL1|MAPK1|SMAD3|ELK1|SRC|CTNNB1|PDPK1|RPS6KA4|RPS6KB1|GSK3B|RELA|PRKCB|LDHA|PTK2|ZEB2|MAPK14,8.3128995895
WP_BDNF_TRKB_SIGNALING,39.4,0.0306888945,RPS6KA1|SOS1|TSC2|BRAF|GAB2|MTOR|CREB1|MAPK1|EIF4EBP1|RPS6KB1|TSC1|MKNK1|EEF2K,2.9467999935
WP_BLADDER_CANCER,25,0.1314174107,MAP2K2|ARAF|BRAF|RB1|RAF1|MAPK1|SRC|E2F1|CDKN1A|RASSF1,2.1935999393
WP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,40.9,0.0031717172,RPS6KA1|NCK1|RPS6|RPS6KA3|NFKB1|BAD|TSC2|MAP2K2|MAP3K2|JUN|PTPN11|KCNA3|STAT5A|CAMK1|MTOR|DPYSL2|PTK2B|FYN|RAF1|NSF|EEF2|YBX1|CREB1|MAPK1|STAT5B|RANBP9|PRKCD|CFL1|STAT3|SQSTM1|APC|STAT1|ELK1|SRC|MARCKS|KIDINS220|MEF2C|EIF2S2|CRTC1|EIF4EBP1|CTNNB1|KSR1|MEF2A|IRS2|MAP3K1|PDPK1|ADAM17|RPS6KB1|GSK3B|RELA|TIAM1|IKBKB|CAMK4|NCK2|IKBKG|MAPK14,5.751999855
WP_BREAST_CANCER_PATHWAY,18.2,0.0516471639,SOS1|NCOA3|MAP2K2|ARAF|RAD50|BRAF|JUN|NBN|RB1|MTOR|RAF1|CSNK1A1|MAPK1|BRCA1|APC|CSNK2B|NOTCH2|E2F1|CDKN1A|CTNNB1|ATM|RPS6KB1|GSK3B|DDB2|AXIN1|SKP1|AKT2|NCOA1,2.7616000175
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,44.6,0.0031717172,RPS6KA1|SOS1|NCK1|INPP5D|CBL|NFATC3|NFATC2|NFKB1|LCK|MAP2K2|MAP4K1|BRAF|JUN|SH3BP2|GAB2|CARD11|PTPN11|LAT2|RAPGEF1|PTPRC|FYN|RAF1|MAP3K7|CREB1|MAPK1|ATF2|PRKCD|PTPN6|ELK1|BCL10|LYN|HCLS1|PDPK1|GSK3B|RELA|PRKCB|FOXO1|GTF2I|IKBKB|IKBKG|MAPK14,4.6623997688
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS,14.6,0.0031717172,PRKCQ|ITPR3|STIM2|PRKCA|RGS3|YWHAZ|ITPR1|CAMK1|RGS14|CAMK2D|PRKACA|PRKCD|PRKCH|ATP2A2|PLCB3|ARRB1|PRKCB|CAMK2G|PRKAR1A|RGS10|PRKAR1B|CAMK4,4.3348999023
WP_CAMKK2_PATHWAY,60.6,0.1880453076,NFATC2|ARHGEF7|CAMK1|MTOR|GIT1|CAMKK2|RAF1|EP300|CREB1|RPTOR|STIM1|MAPK1|HDAC4|SQSTM1|DNM1L|TSC1|RELA|HMOX1|SIRT1|CAMK4,1.9256999493
WP_CANCER_IMMUNOTHERAPY_BY_PD_1_BLOCKADE,56.5,0.0031717172,CD8A|CD3E|NFATC3|NFATC2|CD3G|NFKB1|CD3D|LCK|JUN|PTPN11|ZAP70|STAT3|NFATC1,5.4039998055
WP_CARDIAC_HYPERTROPHIC_RESPONSE,47.3,0.0031717172,NFATC2|NFKB1|MAP2K2|PRKCA|HDAC7|MAP4K1|MAP2K4|MTOR|RAF1|MAP3K7|IKBKE|MAPK1|CAMK2D|MAP2K7|MAP2K3|HDAC4|CDK7|MEF2A|MAP3K1|PDPK1|GSK3B|CDK9|AKT2|IKBKB|IKBKG|MAPK14,4.9664998055
WP_CELL_CYCLE,37.5,0.0057901531,MCM3|YWHAZ|RB1|MCM4|ANAPC1|SMC3|ABL1|EP300|RBL1|RBL2|SMAD3|CDK1|CDKN1B|CDK7|BUB1|MCM7|ORC1|CHEK1|STAG2|E2F1|TFDP2|CDKN1A|ANAPC2|WEE1|PRKDC|ZBTB17|CCNE2|PTTG1|ATM|GSK3B|MCM2|ORC6|ESPL1|TTK|HDAC1|SKP1|PKMYT1|ORC2|ANAPC4|DBF4|ANAPC5|CDC20|TFDP1|CCNB2|CDC23,-3.6698000431
WP_CHEMOKINE_SIGNALING_PATHWAY,18.2,0.0031717172,SOS1|DOCK2|PXN|NFKB1|PREX1|BRAF|PAK1|PTK2B|RAF1|CXCR4|MAPK1|STAT5B|PRKCD|STAT3|STAT1|PIK3R5|LYN|PARD3|PLCB3|JAK3|GSK3B|RELA|ARRB1|PRKCB|TIAM1|WAS|AKT2|PTK2|IKBKB|IKBKG,4.3435997963
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,27.4,0.317996841,BAD|ARAF|BRAF|JUN|RAF1|CSNK1A1|MAPK1|SMAD3|APC|MLH1|CDKN1A|CTNNB1|MSH6|GSK3B|DDB2|AXIN1|AKT2|EXOC2|TGFBR2|APPL1,1.5018999577
WP_CILIARY_LANDSCAPE,23.3,0.0031717172,VIM|IQGAP1|IQGAP2|DYNC1H1|MCM3|RBM14|COPS5|NFKB1|DYNC1LI1|RB1|WNK1|MCM4|CEP170|EHBP1|EXOSC9|RAB8A|RANBP9|MYL6|EIF5B|EXOSC2|VAPB|TBC1D4|APC|ARFGAP3|DOCK5|MCM7|NUP88|ARHGDIA|WEE1|NUP133|CEP97|WDR26|LRPPRC|CDR2|TNKS1BP1|SMC4|CTNNB1|POM121|RPGR|MCM2|CD2BP2|EXOC1|CREBBP|HDAC1|EXOC2|YAP1|RAB14|PGRMC2|EXOC7|RABEP2,3.6472001076
WP_CILIOPATHIES,10.3,0.7989592815,NEK9|SPAG1|CENPF|TMEM237|ARL3|NEK1|PKD2|OFD1|POC1B|FLCN|TOPORS|DDX59|USP9X|PIK3R4|CSPP1|C2CD3|ATXN10|CEP164|CCDC28B,0.4214999974
WP_CIRCADIAN_RHYTHM_GENES,21.4,0.936913896,JUND|THRAP3|NCOR1|NFIL3|JUN|HNRNPD|PPP1CB|PML|METTL3|EP300|PPP1CA|CREB1|GFPT1|OGT|TIMELESS|NCOA2|TOP2A|PSPC1|KDM5A|MTA1|DYRK1A|SIN3A|PRKDC|MYBBP1A|CRTC1|TNFRSF11A|SFPQ|PER2|RAI1|CRY2|RELB|GSK3B|CREM|ARNT|HDAC1|SUV39H1|SKP1|NONO|SIRT1|EZH2|SETX|SUV39H2|RBM4,0.1026000008
WP_CKAP4_SIGNALING_PATHWAY_MAP,24.3,0.0107136155,VIM|CD74|NFKB1|MAP2K2|JUN|PTK2B|MAPK1|BRCA1|SMAD3|CDK1|TRAF1|CDKN1B|STAT1|SRC|CD44|E2F1|PARD3|ZEB1|CTNNB1|ATM|GSK3B|RELA|RAD9A|CASP4|CCNB2|MAPK14|TGFBR2,3.7535998821
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,38.8,0.9980544747,ACLY|ACACA|TSC2|FASN|PBRM1|CAMK1|MTOR|AKT1S1|ALDOC|EP300|RPTOR|STAT3|SQSTM1|TPI1|GAPDH|SETD2|ALDOA|PFKP|ZEB1|GRB10|KSR1|TSC1|ENO1|LDHA|PGM1|ARNT|CREBBP|PGK1|PSAT1|KDM5C|GPI|MDH1|PGM2,0.0016
WP_CLOCK_CONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,18.8,0.8653678236,ATG16L1|SEMA4D|MTOR|HMGB1|ULK1|SQSTM1|ATG13|VCP|FYCO1|TNFRSF11A|RUNX2|AMBRA1|ARHGAP4|NFATC1|RB1CC1,0.309799999
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,41.2,0.7131295496,PPP2R5D|PPP2R5C|CDCA5|SMC3|ESCO2|NIPBL|PDS5B|CDK1|APC|STAG2|PPP2CB|PDS5A|PTTG1|ESPL1,0.5924000144
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,26.8,0.0031717172,MAP2K2|ARAF|PRKCA|PPP1CB|RAF1|PPP1CA|CREB1|MAPK1|PRKACA|PRKCB|CAMK4,4.4903001785
WP_CORTICOTROPIN_RELEASING_HORMONE_SIGNALING_PATHWAY,24.7,0.0031717172,PRKCQ|TRIM28|JUND|NFKB1|ACACA|PRKCA|BRAF|HSP90AA1|RAF1|CREB1|MAPK1|JUNB|NCOA2|PRKCD|ELK1|FOSL2|CTNNB1|GSK3B|RELA|ARRB1|PRKCB|PTK2|MAPK14,6.105700016
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,29.5,0.0344062457,RPS6KA1|RPL24|RPS6|RPS6KA3|RPS17|RPS10|RPL18A|RPS4X|RPSA|RPS27|RPS13|RPL29|RPL30|RPS6KB1|RPS8|RPL17|RPS3|RPLP2|RPL4|RPL13|RPL18|RPLP0|RPS2|RPS28|RPL23A|RPL12,3.0445001125
WP_CYTOSOLIC_DNA_SENSING_PATHWAY,15.1,0.089979597,NFKB1|CYLD|RIPK3|MAVS|RIPK1|ADAR|IKBKE|RELA|IKBKB|IKBKG|TRIM25,2.331099987
WP_DISTURBED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,14.9,0.4860986688,ITPR3|NFKB1|ITPR1|FGA|DMD|STIM1|CAMK2D|SMAD3|SNTB1|VDAC1|TGFBR2,1.0705000162
WP_DNA_DAMAGE_RESPONSE,31.9,0.4287687958,ATRIP|RAD50|NBN|RB1|PML|ABL1|CREB1|BRCA1|CDK1|RFC1|CDKN1B|FANCD2|CHEK1|E2F1|CDKN1A|PRKDC|CCNE2|ATM|DDB2|RAD9A|CCNB2|TLK1,-1.2666000128
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,21.8,0.0057901531,SOS1|PPP2R5C|NFKB1|BAD|JUN|PIK3C2A|MAP3K4|HMGB1|ABL1|MAP3K7|MAPK1|RBL2|SMAD3|CDKN1B|APC|PIK3R5|CDKN1A|CTNNB1|MAP3K1|ATM|GSK3B|AXIN1|PIK3R4|AKT2,3.5527000427
WP_DNA_IR_DAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR,45.7,0.0364100186,TRIM28|ATRIP|TP53BP1|RAD50|MDC1|NBN|PML|BRIP1|BRCA1|RECQL5|UPF1|CDK1|SMARCC2|FANCI|USP1|FANCD2|CHEK1|E2F1|MLH1|RMI1|PRKDC|PALB2|ATM|HERC2|MCM2|RPA1|UIMC1|CLSPN|XRCC5|CEP164|RECQL4|BARD1|SMARCAL1|RBBP8|RAD9A|IKBKG|TOPBP1,-2.8608999252
WP_DNA_IR_DOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM,43.6,0.6973979314,TRIM28|RIF1|TP53BP1|RAD50|MDC1|NBN|SMC3|ABL1|STK3|BRCA1|UPF1|ATF2|HSF1|FANCD2|CHEK1|E2F1|PRKDC|LATS1|ATM|TERF2|ACTL6A|YAP1|RASSF1|RAD9A,0.611199975
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK,31.7,0.2079357016,CUL4A|RAD23B|POLD3|RAD50|NBN|XRCC1|RAD23A|HMGB1|BRIP1|BRCA1|LIG3|RFC1|LIG1|CDK7|FANCI|USP1|FANCD2|CHEK1|CUL4B|MLH1|FAAP100|PRKDC|MGMT|POLM|PALB2|MSH6|ATM|XRCC6|ERCC5|RPA1|DDB2|UNG|TERF2|XRCC5|PNKP|MNAT1|PMS2|CETN2,-1.8344999552
WP_DNA_REPLICATION,33.3,0.7423541247,MCM3|POLA1|POLD3|MCM4|RFC1|MCM7|ORC1|POLA2|MCM2|ORC6|RPA1|CDT1|ORC2|DBF4,-0.5529999733
WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT,40.3,0.245747236,LIN9|TSC2|LIN52|MTOR|AKT1S1|CREB1|RPTOR|CSNK1A1|RBL1|RBL2|PSEN1|CDKN1B|DYRK1A|LIN54|TFDP2|EIF2B5|TFAP4|CRY2|TSC1|GSK3B|FOXO1|SIRT1|NFATC1|TFDP1|RAD54L2,-1.712299943
WP_EBOLA_VIRUS_INFECTION_IN_HOST,19.4,0.0428015564,IQGAP1|FLNA|NFKB1|EPS15|PRKRA|PAK1|RAB7A|TSG101|EP300|IKBKE|MAPK1|RFC1|STAT1|FLNB|ADAM17|ITGA4|RELB|RELA|DAB2IP|CAV1|EIF2AK2|TIAM1|CREBBP|ACTN4|CLTC,2.7091999054
WP_EBSTEIN_BARR_VIRUS_LMP1_SIGNALING,43.5,0.1856568487,NFKB1|HSP90AA1|MAP3K3|MAP3K7|MAPK1|TRAF1|IRAK1|RELA|IKBKB|IKBKG,1.9055999517
WP_ECTODERM_DIFFERENTIATION,23.2,0.840468848,ARHGAP15|NUMA1|CCDC88C|WDR44|MECP2|DMD|PDE7A|FYN|OGT|GAS2L1|GRAMD1B|PI4KA|TRIM33|RRBP1|PHF8|BAZ1A|JAKMIP1|HDAC6|RAB8B|PAN2|BCAS3|CTNNB1|BCOR|PGM1|TCF3|PTPN13|NF2|PPFIBP2|POU2F2|UBTF|NFATC1|ABCC4|HMGB2,-0.3978999853
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSON_GILFORD_PROGERIA_SYNDROME,32.4,0.1008932588,CHD4|RB1|CBX3|MTA3|MTA2|CBX5|MTA1|E2F1|CBX1|CHD3|HDAC1|SUV39H1,-2.3520998955
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,23.8,0.0031717172,SOS1|RPS6|BAD|MAP2K2|ARAF|PRKCA|NF1|BRAF|MTOR|RAF1|MAPK1|STAT3|SRC|EIF4EBP1|PDPK1|RPS6KB1|GSK3B|PRKCB|AKT2|RRAS2,4.3081998825
WP_EGF_EGFR_SIGNALING_PATHWAY,44.7,0.0031717172,RPS6KA1|SOS1|STMN1|IQGAP1|ARHGEF1|NCK1|INPP5D|JUND|EPN1|EPS15L1|CBL|ABI1|RPS6KA3|NCOA3|MAP2K2|PRKCA|MAP3K2|SH3KBP1|MAP4K1|BRAF|JUN|IQSEC1|EPS15|USP8|GAB2|PTPN11|PAK1|STAT5A|MTOR|CBLB|PTK2B|DOK2|MAP3K3|MAP3K4|INPPL1|RAF1|ABL1|CREB1|MAPK1|SYNJ1|PEBP1|STAT5B|PRKCD|CFL1|ELK4|STAT3|RICTOR|STAT1|ELK1|MEF2D|SRC|E2F1|SH2D2A|MEF2C|GRB10|ATXN2|EIF4EBP1|MEF2A|MAP3K1|PDPK1|RPS6KB1|PRKCB|CAV1|RALBP1|FOXO1|USP6NL|PTK2|PTPN12|ASAP1|NCK2|MAPK14,8.2607002258
WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS,15.5,0.0031717172,SOS1|MAP2K2|ARAF|BRAF|JUN|PTPN11|MTOR|RAF1|MAPK1|ACTR2|MAP2K3|STAT3|APC|ELK1|CTNNB1|GSK3B|AXIN1|AKT2,4.5296998024
WP_ENDODERM_DIFFERENTIATION,26.6,0.6599878655,NR3C1|AEBP2|ACACA|RAB38|UBR5|NME1|BPTF|SMAD3|MAP2K3|RFX7|TRERF1|TNRC6C|PIAS1|CEP250|ELK4|APC|STAT1|LEO1|CDYL|CUL4B|ZBTB17|CRTC1|PABPC1|LRPPRC|CTNNB1|AHDC1|PHF6|FOXO1|ZNF281|RGS10|EMSY|EZH2|EOMES|DAB2|SP4|ASCC3|ELAVL1|TBX21,-0.7347000241
WP_ENDOMETRIAL_CANCER,25.4,0.0362168397,SOS1|BAD|MAP2K2|ARAF|BRAF|RAF1|MAPK1|APC|ELK1|CDKN1A|CTNNB1|PDPK1|GSK3B|DDB2|AXIN1|AKT2,2.9523000717
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,23.9,0.0031717172,PPP1R12A|PPP1R12C|EIF2AK3|PPP1R10|PPP1CB|PPP1CA|PPP1R16B|PPP1R3F|PPP1R7|PPP1R3E|EIF2AK2,4.9741001129
WP_ENERGY_METABOLISM,39.6,0.0337716114,PRKAB1|PRKAB2|EP300|CREB1|ATF2|MEF2D|MED1|MEF2C|MYBBP1A|MEF2A|GSK3B|CAMK2G|FOXO1|HDAC1|SIRT1|NCOA1|NRF1|CAMK4|MAPK14,-2.8155999184
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,30.4,0.2622942685,SOS1|PLEC|EMD|TMPO|MAP2K2|KIF5B|MAPK1|SMAD3|CFL1|LBR|SYNE1|YY1AP1|SYNE2|SRF,1.6696000099
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,11.8,0.6908258771,SOS1|MAP2K2|NR2C2|MAP2K4|PAK1|RAF1|MAPK1|SMAD3|MAP2K3|MEF2D|NOTCH2|ZEB1|CTNNB1|GSK3B|AKT2|EZH2|ZEB2|MAPK14|TGFBR2,0.6841999888
WP_EPO_RECEPTOR_SIGNALING,42.3,0.1668897051,SOS1|MAP2K2|STAT5A|PTPRC|RAF1|MAPK1|STAT5B|STAT3|STAT1|SRC|IRS2,1.9809999466
WP_ERBB_SIGNALING_PATHWAY,41.1,0.0031717172,SOS1|NCK1|PAK2|CBL|BAD|MAP2K2|ARAF|PRKCA|PAK4|BRAF|JUN|MAP2K4|PAK1|STAT5A|MTOR|CBLB|RAF1|ABL1|MAPK1|CAMK2D|STAT5B|MAP2K7|CDKN1B|ELK1|SRC|ABL2|CDKN1A|EIF4EBP1|PDPK1|RPS6KB1|GSK3B|PRKCB|CAMK2G|FOXO1|AKT2|PTK2|NCK2,6.5900001526
WP_ESTROGEN_SIGNALING_PATHWAY,43.5,0.0465581792,NFKB1|BRAF|JUN|CREB1|MAPK1|PRKACA|ELK1|IKBKB|IKBKG|MAPK14,2.7047998905
WP_EXERCISE_INDUCED_CIRCADIAN_REGULATION,22.9,0.5232905045,VAPA|TAB2|CBX3|ZFR|PPP2CB|PER2|CRY2|PURA|DNAJA1|ETV6|EIF4G2,1.0384999514
WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARS_COV_2,13.3,0.3921794687,STAT5A|PTPRC|CXCR4|BCR|GPR183|PRDM1|FOXO1|IFNAR2|ZEB2|TBX21,-1.3308000565
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,41.9,0.0314922272,LMNA|PAK2|LMNB2|HSPB1|SPTAN1|JUN|LMNB1|MAP2K4|PAK1|RB1|ACTA1|MAP3K7|FAF1|NFX1|PRKDC|DAXX|MAP3K1|DFFA,2.881000042
WP_FOCAL_ADHESION,18.6,0.0031717172,SOS1|ARHGAP35|VASP|PPP1R12A|FLNA|PPP1R12C|PXN|PAK2|ZYX|BAD|MYL9|PRKCA|PAK4|BRAF|JUN|PAK1|PPP1CB|RAPGEF1|FYN|RAF1|PPP1CA|DIAPH1|MAPK1|ELK1|SRC|TESK2|FLNB|CTNNB1|PDPK1|TLN2|ITGA4|GSK3B|PRKCB|CAV1|AKT2|PTK2|ACTN4,7.7557997704
