Signature ID,Percent Overlap (P605_H_p),adj p-val (P605_H_p),Overlap (P605_H_p),Score (P605_H_p)
KEGG_P53_SIGNALING_PATHWAY,26.5,0.7397481587,TSC2|GTSE1|CHEK1|CDKN1A|CDK1|CDK2|ATM|CCNE2|RRM2|ATR|CCNB2|DDB2|PPM1D|CCNE1|EI24|FAS|PTEN|MDM4,0.7131000161
KEGG_PANCREATIC_CANCER,47.1,0.1603114623,BAD|RAF1|MAP2K1|MAPK8|STAT3|MAPK3|RB1|E2F1|PIK3R1|ARHGEF6|MAPK9|RELA|ARAF|TGFBR2|EGFR|BRAF|MAPK1|SMAD4|IKBKB|IKBKG|AKT2|STAT1|NFKB1|BRCA2|RALB|SMAD2|ERBB2|RALBP1|AKT3|SMAD3|CDC42|RAC1|E2F3,-2.5107998848
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,44.6,0.1340472441,KRT18|NCK1|NCL|CTNNB1|ARPC1B|ARPC5L|PRKCA|ITGB1|ABL1|ARHGEF2|TUBA1C|ACTB|WASL|ROCK2|ROCK1|TUBA4A|CTTN|ARPC2|FYN|YWHAZ|TUBB4B|TUBB|NCK2|EZR|CDC42,-2.7000999451
KEGG_PATHWAYS_IN_CANCER,32.9,0.5622674775,AXIN1|SOS2|CCDC6|SUFU|STK4|GLI2|CTNNA1|SOS1|EGLN1|EP300|MAP2K2|BCR|BAD|RAF1|MAP2K1|CTNNB1|MAPK8|CDKN1A|MTOR|HSP90AA1|PML|PLCG1|GLI3|ETS1|TFG|STAT3|MAPK3|PRKCA|MLH1|RB1|E2F1|ITGB1|ABL1|PIK3R1|MITF|FOXO1|CDK2|JUN|MAPK9|RUNX1|RELA|ARAF|FGF13|APC|CCNE2|TGFBR2|EGFR|BRAF|FZD6|SLC2A1|CBLB|NCOA4|MAPK1|AXIN2|LAMB1|ITGA3|AR|SKP2|SMAD4|TPR|IKBKB|PTK2|MSH6|HSP90AB1|IKBKG|CREBBP|ARNT|TCF7L2|CRK|TPM3|PPARG|TRAF6|TRAF4|AKT2|STAT1|NFKB1|STAT5B|PIAS1|APPL1|CCNE1|CBL|BRCA2|RALB|MET|NFKB2|FAS|SMAD2|PTEN|ERBB2|PIAS2|TRAF2|PIAS4|RALBP1|GSK3B|AKT3|JUP|SMAD3|PTCH1|RASSF1|TRAF1|KIT|CDC42|TRAF3|RAC1|E2F3|MECOM|MYC,-1.2407000065
KEGG_PENTOSE_PHOSPHATE_PATHWAY,40.7,0.7813444027,ALDOA|PGLS|TKT|GPI|PFKM|G6PD|ALDOC|PGM1|PFKP|PGM2|TALDO1,-0.6392999887
KEGG_PEROXISOME,20.5,0.3259837609,PEX19|PEX16|PEX1|ACOX1|PEX14|ACSL3|AGPS|PRDX5|ACSL4|DECR2|PEX11B|ECI2|PEX11G|HSD17B4|ABCD3|HACL1,-1.7085000277
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,38.2,0.0156884718,ITPR3|PLCB3|INPP5E|CDS2|SYNJ1|PLCG1|PRKCA|PIK3C2A|PIK3R1|PI4KB|INPP4A|PIKFYVE|ITPKB|INPPL1|PIP5K1A|ITPR2|SYNJ2|OCRL|INPP5D|PIK3C2B|DGKQ|ITPR1|PTEN|PI4KA|DGKD|IMPA1|PLCD3|DGKH|ITPKA,-4.4830999374
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,45.9,0.8217685043,MAPK14|ANAPC4|RPS6KA3|ANAPC1|RAF1|MAP2K1|MAPK8|HSP90AA1|RPS6KA1|MAPK3|PIK3R1|FZR1|CDK1|CDC16|CDK2|MAPK9|ARAF|BRAF|CDC26|MAPK1|HSP90AB1|CDC25B|PRKACA|CPEB1|ANAPC2|CCNA2|AKT2|CCNB2|PKMYT1|CDC27|ANAPC7|ANAPC5|ADCY6|BUB1|CDC25C|AKT3|ADCY9|ADCY3|CDC23,-0.5536999702
KEGG_PROSTATE_CANCER,43.8,0.9921339395,SOS2|SOS1|EP300|MAP2K2|BAD|RAF1|MAP2K1|CTNNB1|CDKN1A|MTOR|HSP90AA1|MAPK3|RB1|E2F1|CREB1|PIK3R1|FOXO1|CDK2|RELA|ARAF|CCNE2|EGFR|BRAF|MAPK1|AR|IKBKB|HSP90AB1|IKBKG|CREBBP|TCF7L2|AKT2|NFKB1|CCNE1|PTEN|ERBB2|PDPK1|GSK3B|AKT3|E2F3,-0.0133999996
KEGG_PROTEASOME,50,0.1521379636,PSMD11|PSMD4|PSME3|PSMD2|PSMD3|PSMB2|PSMB1|PSMD12|PSMB6|PSMC6|PSMB8|PSMD1|PSMB10|PSMA5|PSMA2|PSMC3|PSMA7|PSME4|PSMF1|PSMC1|PSMA4|PSMD8|PSME2,-2.4286999702
KEGG_PURINE_METABOLISM,25.2,0.0095319149,POLD3|AMPD2|PFAS|NT5C|NUDT9|POLA1|NME1|PAICS|RRM2|PDE5A|PDE4D|POLR2C|PNP|IMPDH2|PRIM2|PDE4B|POLE3|POLE|POLR2A|NPR2|POLD2|RRM1|POLR1E|APRT|ATIC|ADCY6|GMPS|NME3|PDE8A|POLA2|GART|ADCY9|ADCY3|POLR3C|PDE7A|POLR2B|NUDT5|PDE7B|POLR3G|NME2,-4.4699997902
KEGG_PYRIMIDINE_METABOLISM,30.6,0.1995101314,POLD3|UCK1|NT5C|CAD|DUT|POLA1|NME1|RRM2|POLR2C|PNP|PRIM2|POLE3|POLE|CTPS1|UCKL1|POLR2A|DPYD|POLD2|UPP1|RRM1|POLR1E|UMPS|NME3|POLA2|TK1|TXNRD1|POLR3C|POLR2B|POLR3G|NME2,-2.2611000538
KEGG_PYRUVATE_METABOLISM,25,0.1340388007,ACACA|PDHA1|ACSS2|AKR1B1|MDH2|LDHB|LDHA|ALDH3A2|MDH1|PCK2,2.6505999565
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,40.4,0.0095319149,ENAH|BCAR1|SOS2|SSH1|PAK2|PXN|SSH3|PPP1R12A|ACTN4|SOS1|ITGB4|FGD1|ARHGAP35|ARHGEF7|BAIAP2|MAP2K2|RAF1|MAP2K1|F2R|SLC9A1|ARPC1B|IQGAP1|ARPC5L|TIAM1|MAPK3|SSH2|ITGB1|PIK3R1|ABI2|ITGA5|IQGAP3|LIMK1|ARHGEF12|ARHGEF6|DOCK1|ARHGEF1|ITGA4|MYH9|GIT1|MSN|VCL|ITGB5|PIKFYVE|ARAF|FGF13|APC|EGFR|BRAF|ACTB|CFL1|PAK1|PAK4|MAPK1|ITGA3|MYL9|GNG12|WASL|LIMK2|PTK2|PFN1|ROCK2|ROCK1|TIAM2|PPP1CC|CYFIP1|CRK|PIP5K1A|PPP1CA|CFL2|ARPC2|MYLK|PPP1CB|VAV2|DIAPH1|ACTN1|ITGB3|RRAS|WASF2|EZR|DIAPH3|CDC42|CYFIP2|RRAS2|ACTN2|RAC1|WASF1,-4.0483999252
KEGG_RENAL_CELL_CARCINOMA,44.3,0.6634998635,SOS2|PAK2|SOS1|GAB1|EGLN1|EP300|MAP2K2|RAF1|MAP2K1|ETS1|MAPK3|PTPN11|PIK3R1|JUN|RAP1A|ARAF|BRAF|SLC2A1|RAPGEF1|PAK1|PAK4|MAPK1|CREBBP|ARNT|CRK|FLCN|AKT2|MET|AKT3|CDC42|RAC1,-0.9715999961
KEGG_RIBOSOME,46.6,0.8558820364,RPL34|RPS5|RPS6|RPS20|RPS27|RPS10|RPS13|RPS2|RPL26|RPS17|RPS29|RPS3A|RPL17|RPLP2|RPL31|RPL15|RPL13|RPL19|RPS9|RPS7|RPL4|RPL12|RPL18A|RPS3|RPL29|RPSA|RPL18|RPL30|RPL3|RPL21|RPS8|RPS23|RPLP0|RPL23|RPL23A|RPL24|RPS4X|RPL7|RPL11|RPS16|FAU,0.4909000099
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,35.2,0.0670357624,CYLD|MAPK14|RIPK1|MAP3K7|IFIH1|MAPK8|AZI2|OTUD5|MAPK9|TBK1|RELA|DDX3X|TRIM25|TANK|IKBKB|IKBKG|MAP3K1|MAVS|TRAF6|NFKB1|CASP10|DDX3Y|TRAF2|IKBKE|TRAF3,3.1354999542
KEGG_RNA_DEGRADATION,45.8,0.9205955335,PARN|DCP1B|DCP2|MPHOSPH6|ENO1|CNOT4|EDC4|CNOT1|EDC3|ENO2|CNOT2|PATL1|XRN2|HSPD1|PAPOLG|EXOSC9|XRN1|HSPA9|DCP1A|EXOSC1|LSM7|CNOT3|EXOSC2|EXOSC10|EXOSC4|ZCCHC7|PAPOLA,0.2249000072
KEGG_SMALL_CELL_LUNG_CANCER,33.3,0.1686396677,RB1|E2F1|ITGB1|PIK3R1|CDK2|RELA|CCNE2|LAMB1|ITGA3|SKP2|IKBKB|PTK2|IKBKG|TRAF6|TRAF4|AKT2|NFKB1|PIAS1|CCNE1|PTEN|PIAS2|TRAF2|PIAS4|AKT3|TRAF1|TRAF3|E2F3|MYC,-2.6612000465
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,42.1,0.115978047,BET1|SEC22B|VAMP8|VAMP2|STX6|SNAP23|STX4|BET1L|VAMP4|YKT6|VAMP5|VTI1B|STX10|STX16|STX7|STX12,2.7228999138
KEGG_SPLICEOSOME,60.6,0.0869715272,HNRNPA1L2|ACIN1|PPIL1|HNRNPM|RBMX|SART1|TRA2A|SRSF4|DHX16|SNRPA1|HNRNPC|U2AF1|CTNNBL1|PRPF31|SF3B1|SRSF9|HNRNPA3|THOC2|SRSF1|WBP11|PCBP1|SNW1|HNRNPK|SRSF10|SF3B2|TRA2B|CDC5L|PRPF40A|RBM22|SRSF2|PRPF6|SNRPD2|SMNDC1|PRPF38B|DDX23|SRSF7|SNRNP200|SF3A2|DDX39B|RBM8A|HNRNPA1|SF3B3|CDC40|SF3A1|U2SURP|SNRNP70|NCBP1|USP39|SRSF8|PRPF40B|DDX5|DHX38|HSPA8|PRPF4|LSM7|DHX8|DHX15|EIF4A3|EFTUD2|RBM25|SRSF6|SNRPA|PQBP1|HSPA1L|TCERG1|SRSF3|PUF60|PRPF3|THOC1|HNRNPU|SLU7|SRSF5|PRPF8|U2AF2|RBM17|MAGOHB|CHERP,2.9793000221
KEGG_TGF_BETA_SIGNALING_PATHWAY,26.7,0.1153131952,RBL1|EP300|MAPK3|ZFYVE16|RPS6KB1|TGFBR2|BMPR2|MAPK1|SMAD4|ACVR2B|ROCK2|ROCK1|RBL2|CREBBP|SMAD2|SKP1|SMAD3|SMAD5|SMURF2|PPP2CB|TFDP1|MYC|ACVR2A,-2.7065999508
KEGG_THYROID_CANCER,48.3,0.661507276,CCDC6|MAP2K2|MAP2K1|CTNNB1|TFG|MAPK3|BRAF|NCOA4|MAPK1|TPR|TCF7L2|TPM3|PPARG|MYC,0.9635999799
KEGG_TIGHT_JUNCTION,36.4,0.6970462664,TJP1|EPB41L1|PARD6B|TJAP1|CTNNA1|ACTN4|EPB41|EXOC4|AMOTL1|EPB41L2|PARD3|CTNNB1|TJP2|VAPA|SYMPK|PRKCD|ASH1L|PRKCA|MAGI3|MYH9|SPTAN1|ACTB|EXOC3|MYL9|LLGL1|PARD6G|AKT2|CTTN|CLDN11|ACTN1|SRC|CSNK2B|MAGI1|CASK|CSNK2A2|PRKCI|RRAS|PTEN|MPDZ|PRKCE|AKT3|RAB13|PPP2CB|CDC42|EPB41L3|RRAS2|ACTN2|F11R,-0.8887000084
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,34.3,0.0670357624,MAPK14|TICAM1|RIPK1|MAP3K7|MAP2K2|MAP2K3|MAP2K1|MAPK8|MAPK3|TAB2|PIK3R1|MAP2K7|JUN|MAPK9|TBK1|TICAM2|RELA|IFNAR2|MAPK1|IKBKB|IKBKG|IRAK1|TRAF6|AKT2|STAT1|NFKB1|IFNAR1|MAP2K4|AKT3|IKBKE|TAB1|MYD88|TRAF3|RAC1|MAP3K8,3.3227000237
KEGG_TYPE_II_DIABETES_MELLITUS,23.4,0.3348210526,IRS2|IRS1|MAPK8|MTOR|PRKCD|MAPK3|PIK3R1|MAPK9|MAPK1|IKBKB|PRKCE,1.8461999893
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,38,0.0490958904,SOS2|MAPK14|PAK2|MAP3K7|SOS1|NCK1|MAP2K2|RAF1|MAP2K1|DLG1|PLCG1|MAPK3|NFATC2|PIK3R1|MAP2K7|JUN|MAPK9|RELA|CBLB|PAK1|PAK4|MAPK1|IKBKB|LCK|IKBKG|AKT2|NFKB1|FYN|VAV2|CARD11|NFAT5|CBL|NCK2|NFATC1|NFATC4|PDPK1|NFATC3|GSK3B|AKT3|CDC42|MAP3K8,-3.1903998852
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,42.2,0.0670357624,ANAPC4|UBE2O|UBE4B|HUWE1|SAE1|HERC2|UBE3A|TRIP12|ANAPC1|STUB1|HERC1|PML|BRCA1|UBE2E3|UBA6|FZR1|CDC16|CUL7|TRIM37|TRIM32|CBLB|CDC26|CUL4B|SKP2|UBA3|BIRC6|MAP3K1|NEDD4|TRAF6|ANAPC2|NEDD4L|MGRN1|PIAS1|WWP2|DDB2|CDC27|UBE2J1|UBA7|ANAPC7|CBL|ANAPC5|MID1|WWP1|UBE3B|CDC20|PIAS2|UBR5|PIAS4|UBA1|SKP1|CUL4A|SMURF2|FBXO4|ITCH|UBE4A|CDC23|CUL3,-3.0985000134
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,30.4,0.1253249959,ITPR3|PPP1R14A|PLCB3|PPP1R12A|MAP2K2|RAF1|MAP2K1|PRKCD|MAPK3|PRKCA|ARHGEF11|CALD1|ARHGEF12|ARHGEF1|ARAF|BRAF|MAPK1|MYL9|ROCK2|PRKACA|ROCK1|PPP1CC|ITPR2|NPR2|PPP1CA|MYLK|PPP1CB|PPP1R12B|MYL6|ITPR1|PLA2G4A|ADCY6|PRKCE|ADCY9|ADCY3,-2.4087998867
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,45.5,0.9626487789,VAMP2|ARHGDIA|NSF|STX4|DYNC1LI1|DCTN2|DYNC1LI2|CREB1|DYNC1I2|DYNC1H1|RAB11A|PRKACA|RAB5C|ADCY6|ADCY9|ADCY3|DCTN4|DCTN1|RAB5B|RAB5A,0.1333000064
KEGG_VEGF_SIGNALING_PATHWAY,32.9,0.6970462664,HSPB1|MAPK14|PXN|MAP2K2|BAD|RAF1|MAP2K1|PLCG1|MAPK3|NFATC2|PRKCA|PIK3R1|MAPK1|PTK2|AKT2|NFAT5|SRC|PLA2G4A|NFATC1|SPHK2|NFATC4|NFATC3|AKT3|CDC42|RAC1,0.8230999708
KEGG_VIBRIO_CHOLERAE_INFECTION,27.8,0.5970149254,TJP1|SEC61B|SLC12A2|TJP2|ATP6V1A|PLCG1|PRKCA|ARF1|ATP6V0A2|ACTB|SEC61A1|PRKACA|ADCY9|ADCY3|KDELR3,1.1505000591
KEGG_VIRAL_MYOCARDITIS,21.4,0.6249753403,EIF4G1|EIF4G3|ABL1|ABL2|MYH9|ACTB|CAV1|HLA-A|ICAM1|DMD|FYN|CXADR|DAG1|RAC1|EIF4G2,-1.0851999521
KEGG_WNT_SIGNALING_PATHWAY,31.8,0.0095319149,AXIN1|PLCB3|PSEN1|FOSL1|MAP3K7|EP300|LRP6|CTNNB1|PPP2R5D|MAPK8|NFATC2|PRKCA|NLK|JUN|MAPK9|APC|FZD6|AXIN2|SMAD4|DAAM2|ROCK2|PRKACA|ROCK1|CREBBP|TCF7L2|CSNK1A1|SENP2|NFAT5|CSNK2B|CSNK2A2|CSNK1E|PRICKLE2|SMAD2|CAMK2D|NFATC1|NFATC4|NFATC3|GSK3B|PPP2R5C|SKP1|SMAD3|PPP2R5A|PPP2CB|CHD8|RAC1|PRICKLE1|CAMK2G|MYC,-5.2097001076
WP_10Q11_21Q11_23_COPY_NUMBER_VARIATION_SYNDROME,41,0.0156884718,RIF1|JUND|ELK1|PARG|HSF1|SMARCB1|EIF4ENIF1|SF3B1|ATF2|SIRT6|SMARCC2|MAPK8|BAZ1B|CLOCK|DDX21|ERCC6|MEN1|MYO1C|ERCC5|DEK|ARHGAP22|MYBBP1A|SMAD5|ITCH|SIRT1,3.3928000927
WP_10Q22Q23_COPY_NUMBER_VARIATION,15.6,0.6562042268,PDS5B|SMC3|PPARG|NFKB1|STAG1|PDS5A|ADAM10|BUB1B|RAD21|ACTN2,-1.0362000465
WP_13Q12_12_COPY_NUMBER_VARIATION,47.1,0.0970579315,FLNC|MAPK8|ATXN1|MAPK9|SNTB1|DMD|RTN4|SNTA1|SACS|TRAF2|DAG1|SPATA13|TRAF1|CDC42|TRAF3|RAC1,-2.972700119
WP_15Q11Q13_COPY_NUMBER_VARIATION,28.8,0.6265917795,TJP1|DNMBP|SIN3A|TJP2|MITF|RELA|CANX|CDC42BPB|CREBBP|KAT2B|CXADR|FANCD2|UBN1|SMC5|FANCI|MTMR10|KLF13,-1.1061999798
WP_15Q25_COPY_NUMBER_VARIATION,26.1,0.6777435897,RAF1|SYNJ1|AP3D1|ZNF592|SLC2A1|AP3S1|HTT|CPEB1|ZSCAN2|TOP1|ITPR1|PDE8A,-0.8823000193
WP_16P11_2_DISTAL_DELETION_SYNDROME,39.4,0.1125466552,RABEP2|ATXN2L|NFATC2IP|SH2B1|NFATC2|RABGEF1|PRMT1|SDCCAG8|VAV2|SPNS1|TRAF2|TRAF1|RAB5A,2.8798999786
WP_16P11_2_PROXIMAL_DELETION_SYNDROME,40.8,0.9059469275,NR3C1|CCDC6|MVP|HIRIP3|ALDOA|MAP2K3|PARP4|PPP2R5D|BPTF|MAPK3|TAOK2|CCT3|MSN|PPARG|TRAF6|KIF22|NFKB1|PAXIP1|PPP4R2|PTEN|EZR|TRAF2|CCT6A|HDAC3|HIRA|PPP2CB|UNC13B|CCT8|CCT2|CCT4|INO80E,0.2953000069
WP_17P13_3_YWHAE_COPY_NUMBER_VARIATION,47.6,0.6656,DISC1|DCTN2|DYNC1H1|CDK5|YWHAZ|YWHAG|NDEL1|PAFAH1B1|DCTN4|DCTN1,-0.9210000038
WP_17Q12_COPY_NUMBER_VARIATION_SYNDROME,21,0.672848374,ACACA|TAF15|LASP1|MED1|AATF|SYNRG|RFFL|CWC25|ARHGAP23|MLLT6|GRB7|CDK12|MYO19|LIG3|RPL23|STARD3|TADA2A|ERBB2|SLFN13|FBXL20|DHRS11,-0.9246000051
WP_1P36_COPY_NUMBER_VARIATION_SYNDROME,27.4,0.8243297843,RER1|PARD6B|MEPCE|IFIH1|MCM2|CDK11A|NADK|COMMD1|TRIM25|SAMD11|PLEKHN1|SMAD4|INTS10|NOC2L|ACAP3|METTL14|HSPA8|SMAD2|CCNL2|INTS9|GNB1|TRAF2|SKI|SMAD3|ELAVL1|CUL3,-0.5257999897
WP_1Q21_1_COPY_NUMBER_VARIATION_SYNDROME,40.7,0.2021516612,TJP1|BCL9|PRKAB1|CTNNB1|TJP2|PYGO2|PRKAG2|PRKAA1|PRKAA2|PRKAB2|F11R,2.361700058
WP_22Q11_2_COPY_NUMBER_VARIATION_SYNDROME,28.3,0.0095319149,NCOR1|HIRIP3|RAF1|SREBF2|RANBP1|THAP7|RAN|DEPDC5|EGFR|MED15|DGCR8|PAK4|DGCR2|ALDH4A1|RTN4|RANGAP1|POLR2A|KLHL22|SLC7A4|ARVCF|TNPO1|SCARF2|XPO1|CBX5|PPP1CB|DROSHA|ZDHHC8|PI4KA|HDAC3|HIRA|CDC42|RCC1|SRF|SHOC2|KPNB1|CUL3,-4.4787998199
WP_2Q11_2_COPY_NUMBER_VARIATION_SYNDROME,36.4,0.6562042268,NCAPH|MAPK3|SNRNP200|MAPK1|ARID5A|CNNM4|KANSL3|PLXNB2|CNNM3|ERBB2|FAM178B|SEMA4C,-1.0220999718
WP_2Q13_COPY_NUMBER_VARIATION_SYNDROME,22.2,0.5800269479,SLC20A1|CKAP2L|ANAPC1|CSF1|BCL2L11|MAPK1|PTK2|ZC3H6|STAT1|PSD4|POLR1E|RGPD8|IL1RAP|RAC1,-1.2411999702
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,24.1,0.861658661,MAP4|PPP1R7|TRAF3IP1|MYO5A|ILK|DISC1|MEF2A|SH3BP4|RPS6|GYS1|MLPH|HDAC4|ING5|ARF1|JUN|LRRFIP1|HDLBP|AGAP1|RAB27A|EGFR|HJURP|PASK|RRAGC|CENPA|MEF2C|PER2|DUSP28|THAP4|FARP2|USP40|STK25|ITGB3|DGKD|TRAF3|RAC1,0.4108999968
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,29.7,0.3053747316,MYCBP2|PAK2|PXN|PCYT1A|DLG1|CEP350|JUN|TFRC|MAD2L1BP|NCBP1|NF2|UBXN7|STAT5B|RNF8|ADAM10|SIRT1|MCRS1|MYC|SENP5,1.8830000162
WP_4P16_3_COPY_NUMBER_VARIATION,37.5,0.0387901178,TACC3|SOS1|GAB1|PLCG1|MAPK3|PIK3R1|SLBP|FRS2|MAPK1|CKAP5|BCS1L|CBL,3.4618999958
WP_4_HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION,77.8,0.4609053498,EIF4EBP1|MAP2K2|MAP2K3|RAF1|TSC1|MAP2K1|MTOR|MAPK3|MAP3K11|PBK|MKNK1|MAPK1|PRKAA1|MKNK2,1.5571000576
WP_5Q35_COPY_NUMBER_VARIATION,26.1,0.6634998635,SOS1|GAB1|PTPN2|ARFGAP2|NSD1|MAPK8|PLCG1|BRCA1|DOK3|ABL1|PIK3R1|UIMC1|JUN|MAPK9|PDLIM7|GPRIN1|FRS2|BABAM1|MAGED1|RGS14|FAM193B|BARD1|HIP1R|INPP5D|SRC|ADAM10|DBN1|PNPLA2|MYC,-0.9714000225
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME,39.3,0.5970149254,HMGA1|ACACA|ULK1|GAPDH|SQSTM1|SF3B1|TSG101|GTF2I|VAMP2|CTNNB1|CLASP2|CLIP2|BAZ1B|GTF2IRD1|MAPK3|VPS37A|RB1|UBE2E3|CLTC|LIMK1|EIF4H|CLASP1|CHTF18|DDX21|ERCC6|CFL1|EIF2A|GRIP1|MYO1C|BRD4|HDAC6|DEK|MYBBP1A|EIF2AK3|FAS|TBL2|DNAJC30|HDAC3|UBIAD1|NRG1|ATPAF1|MYC,-1.1397000551
WP_7Q11_23_DISTAL_COPY_NUMBER_VARIATION,45.5,0.4143215748,LMNA|HSPB1|RAF1|G3BP1|MDH2|POR|YWHAG|KIF1C|TMEM120B|EPB41L3,1.5986000299
WP_8P23_1_COPY_NUMBER_VARIATION_SYNDROME,21.8,0.0095319149,AXIN1|NUMA1|RAF1|CTNNB1|MAPK3|MTMR6|SLBP|HSPD1|MAPK1|MFHAS1|MCRS1|TERF1,4.1603999138
WP_ACUTE_VIRAL_MYOCARDITIS,35.3,0.970857715,TICAM1|EIF4G1|SOS1|CASP2|ILK|DFFA|PABPC1|STAT3|MAPK3|PARP1|ABL1|CREB1|PIK3R1|ABL2|ACTB|CAV1|CAAP1|MAPK1|DMD|STAT1|FYN|BNIP2|CXADR|SRC|NFKB2|DAG1|RASA1|GSK3B|CASP6|EIF4G2,0.0489000008
WP_ADIPOGENESIS,29.8,0.0095319149,LMNA|NR3C1|HMGA1|WWTR1|NCOR1|NCOR2|RBL1|IRS2|IRS1|NRIP1|MEF2A|CTNNB1|NCOA2|CDKN1A|MEF2D|STAT3|RB1|IL6ST|E2F1|CREB1|FOXO1|STAT2|CELF1|LPIN2|MEF2C|NCOA1|RBL2|PPARG|STAT1|LIFR|NAMPT|STAT5B|LPIN3|LPIN1|TWIST1|FAS|LIPE|SMAD3|PCK2,5.2460999489
WP_AGE_RAGE_PATHWAY,48.5,0.7390240969,MAPK14|ATF2|IRS1|RAF1|MAP2K1|MAPK8|PRKCD|STAT3|MAPK3|PRKCA|FOXO1|JUN|MAPK9|MSN|RELA|EGFR|MAPK1|IKBKB|ROCK1|STAT1|NFKB1|STAT5B|DIAPH1|SHC1|SRC|SMAD2|PLA2G4A|EZR|SMAD3|MYD88|CDC42|RAC1,-0.6933000088
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY,57.6,0.1032932406,MAPK14|EIF4EBP1|SOS1|GAB1|ITGB4|IRS2|IRS1|MTOR|PRKCD|MAPK3|PTPN11|PRKCA|PIK3R1|MAPK1|LAMB1|PTK2|SHC1|SRC|RAC1,2.7804999352
WP_ALSTROM_SYNDROME,44.1,0.4670558799,ACTN4|SNAPIN|NSFL1C|BLOC1S1|VCPIP1|GPRASP2|CEP192|ALMS1|TFDP2|RFX3|VCP|TUBG1|RFX1|PTCH1|DTNBP1,-1.4631999731
WP_ALZHEIMER_39_S_DISEASE,36.8,0.6689541238,ITPR3|RTN3|AXIN1|PLCB3|PSEN1|ULK1|NRBF2|GAPDH|KLC2|MAP2K2|IRS2|PSMD4|BAD|IRS1|RAF1|LRP6|MAP2K1|CTNNB1|KLC4|MAPK8|MTOR|MAPK3|AMBRA1|WIPI1|ATG2A|CSF1|KLC1|PIK3R1|PSMD2|PSMD3|MAP2K7|MAPK9|APBB1|RELA|TUBA1C|ARAF|APC|BRAF|ATG13|FZD6|RB1CC1|ADAM17|ATG2B|PSMB2|MAPK1|AXIN2|IKBKB|PSMB1|RTN4|TUBA4A|TNFRSF1A|VDAC1|CAPN2|ITPR2|ATP2A2|CSNK1A1|ADRM1|PSEN2|VDAC2|AKT2|PSMD12|CDK5|PSMB6|PSMC6|NFKB1|PIK3R4|CAPN1|PSMD1|EIF2AK3|WIPI2|MME|KIF5B|TUBB4B|TUBB|PSMA5|EIF2S1|CSNK2B|FAS|CSNK2A2|CSNK1E|ITPR1|ADAM10|SLC25A6|APH1A|TRAF2|PSMA2|PSMC3|EIF2AK2|PSMA7|GSK3B|AKT3|VDAC3|PSMC1|PSMA4|PSMD8|ATF6,-0.9233000278
WP_ALZHEIMER_39_S_DISEASE_AND_MIRNA_EFFECTS,36.1,0.672848374,ITPR3|RTN3|AXIN1|PLCB3|PSEN1|ULK1|NRBF2|GAPDH|KLC2|MAP2K2|IRS2|PSMD4|BAD|IRS1|RAF1|LRP6|MAP2K1|CTNNB1|KLC4|MAPK8|MTOR|MAPK3|AMBRA1|WIPI1|ATG2A|CSF1|KLC1|PIK3R1|PSMD2|PSMD3|MAP2K7|MAPK9|APBB1|RELA|TUBA1C|ARAF|APC|BRAF|ATG13|FZD6|RB1CC1|ADAM17|ATG2B|PSMB2|MAPK1|AXIN2|IKBKB|PSMB1|RTN4|TUBA4A|TNFRSF1A|VDAC1|CAPN2|ITPR2|ATP2A2|CSNK1A1|ADRM1|PSEN2|VDAC2|AKT2|PSMD12|CDK5|PSMB6|PSMC6|NFKB1|PIK3R4|CAPN1|PSMD1|EIF2AK3|WIPI2|MME|KIF5B|TUBB4B|TUBB|PSMA5|EIF2S1|CSNK2B|FAS|CSNK2A2|CSNK1E|ITPR1|ADAM10|SLC25A6|APH1A|TRAF2|PSMA2|PSMC3|EIF2AK2|PSMA7|GSK3B|AKT3|VDAC3|PSMC1|PSMA4|PSMD8|ATF6,-0.8892999887
WP_AMINO_ACID_METABOLISM,16.5,0.7967034232,PDHA1|CAD|MDH2|GOT1|LDHA|ACO2|ACLY|HIBCH|PYCR1|GCLM|FAH|MDH1|GOT2|GSR|GSS,-0.6022999883
