Signature ID,Percent Overlap (P605_L_p),adj p-val (P605_L_p),Overlap (P605_L_p),Score (P605_L_p)
WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME,15.9,0.6010240774,RPS6|MAP4|HDAC4|HDLBP|GYS1|CXCR4|PPP1R7|RRAGC|ING5|MEF2A|CENPA|TRAF3IP1|USP40|LRRFIP1|TRAF3|THAP4|HJURP|MEF2C|SH3BP4|MYO5A|DUSP28|MLPH|PER2,0.9610000253
WP_3Q29_COPY_NUMBER_VARIATION_SYNDROME,18.8,0.2035107749,PXN|STAT5A|PAK2|MYCBP2|CEP350|ADAM10|NF2|PCYT1A|MCRS1|STAT5B|DLG1|SIRT1,2.0887999535
WP_5Q35_COPY_NUMBER_VARIATION,17.1,0.0631930855,SOS1|INPP5D|RGS14|PLCG1|ABL1|NSD1|PTPN2|CXCR4|BABAM1|GNAI3|ARFGAP2|ADAM10|FAM193B|UIMC1|BARD1|BRCA1|SRC|DBN1|PIK3R1,2.9853000641
WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME,25.2,0.5392531876,CLASP2|ACACA|SF3B1|BAZ1B|SQSTM1|RB1|EIF4H|DEK|CFL1|GAPDH|EIF2AK3|CLIP2|CLASP1|DDX21|MYBBP1A|HDAC6|LAT2|CHTF18|GTF2I|LIMK1|HMGA1|BRD4|FAS|ULK1|EIF2A|CTNNB1|CLTC,-1.119699955
WP_ACUTE_VIRAL_MYOCARDITIS,25.9,0.7514977457,SOS1|CASP2|BNIP2|EIF4G1|CREB1|ABL1|DFFA|CXCR4|DMD|STAT3|MAPK1|CAV1|ABL2|STAT1|FYN|CAAP1|SRC|PABPC1|GSK3B|CASP6|PIK3R1|EIF4G2,0.6352000237
WP_ADIPOGENESIS,22.1,0.8150685432,STAT5A|NR3C1|LMNA|NCOR1|NCOR2|RB1|MEF2D|FOXO1|CREB1|NCOA2|RBL1|IRS2|LPIN1|STAT3|MEF2A|WWTR1|GATA3|RBL2|STAT1|HMGA1|E2F1|IRS1|FAS|SMAD3|STAT5B|PCK2|MEF2C|NCOA1|CTNNB1,0.4609000087
WP_AGE_RAGE_PATHWAY,33.3,0.4293453909,STAT5A|PRKCD|PRKCA|DIAPH1|FOXO1|RAF1|STAT3|SHC1|MAPK1|ATF2|MSN|NFKB1|STAT1|RELA|IKBKB|IRS1|MAPK14|SMAD3|STAT5B|SRC|PRKCB|PLA2G4A,1.3911999464
WP_ALPHA_6_BETA_4_SIGNALING_PATHWAY,36.4,0.2204724409,SOS1|PRKCD|PRKCA|IRS2|SHC1|MAPK1|EIF4EBP1|MTOR|IRS1|MAPK14|SRC|PIK3R1,2.0376000404
WP_ALZHEIMER_39_S_DISEASE,21.5,0.5324591375,KLC2|ATG2B|ARAF|BAD|BRAF|ITPR3|MAP2K2|TUBA4A|PSMD2|GAPDH|EIF2AK3|RAF1|PSEN1|TUBA1C|IRS2|KIF5B|ADAM10|KLC1|MAPK1|CSNK2B|AKT2|KLC4|NFKB1|MTOR|AMBRA1|VDAC2|ADRM1|AXIN1|FZD6|ADAM17|PSMD1|ATP2A2|MAP2K7|PSMA5|CSNK1A1|RELA|VDAC1|RB1CC1|ITPR1|IKBKB|APC|IRS1|PLCB2|RTN4|TUBB1|FAS|ULK1|SLC25A6|PSMD8|TUBB|CSNK1E|PIK3R4|EIF2AK2|GSK3B|PIK3R1|CTNNB1,1.1535999775
WP_ALZHEIMER_39_S_DISEASE_AND_MIRNA_EFFECTS,21.1,0.5249641774,KLC2|ATG2B|ARAF|BAD|BRAF|ITPR3|MAP2K2|TUBA4A|PSMD2|GAPDH|EIF2AK3|RAF1|PSEN1|TUBA1C|IRS2|KIF5B|ADAM10|KLC1|MAPK1|CSNK2B|AKT2|KLC4|NFKB1|MTOR|AMBRA1|VDAC2|ADRM1|AXIN1|FZD6|ADAM17|PSMD1|ATP2A2|MAP2K7|PSMA5|CSNK1A1|RELA|VDAC1|RB1CC1|ITPR1|IKBKB|APC|IRS1|PLCB2|RTN4|TUBB1|FAS|ULK1|SLC25A6|PSMD8|TUBB|CSNK1E|PIK3R4|EIF2AK2|GSK3B|PIK3R1|CTNNB1,1.1114000082
WP_AMP_ACTIVATED_PROTEIN_KINASE_SIGNALING,29.9,0.081980219,ACACA|PFKFB3|EEF2|EEF2K|FASN|TSC2|CRTC2|PRKAB1|GYS1|RPS6KB1|TSC1|STK11|EIF4EBP1|AKT2|RPTOR|MTOR|CAMKK2|PRKAA1|PIK3R1|ELAVL1,2.6561000347
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,36.7,0.0100829403,PXN|SOS1|PAK1|SMARCA4|CHEK1|ARID1A|CDK1|NDRG1|BAD|PTK2B|SMARCC2|TSC2|RB1|RICTOR|MAP2K2|RAPGEF1|MAP4K1|RAF1|SMARCD2|STAT3|TSC1|MAPK1|EIF4EBP1|MSH6|RPTOR|MTOR|ARID1B|ABCC4|BARD1|BRCA1|STAT1|ACTL6A|E2F1|SMARCC1|PRKDC|MAPK14|RAP1A|SMAD3|BLM|SPRY1,3.8410000801
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,39.1,0.7690995643,FLNA|NCOR1|NCOR2|EP300|ZNF318|RB1|FOXO1|CREB1|NCOA3|SIN3A|NCOA2|RUNX2|STAT3|KAT7|CAV1|KAT5|BRCA1|KAT2B|CREBBP|PIAS1|RELA|HDAC1|SMAD3|SRC|NR2C2|STUB1|PATZ1|DAXX|GSK3B|NCOA1|SIRT1|PIK3R1|CTNNB1|RAD9A,-0.6244999766
WP_ANGIOPOIETIN_LIKE_PROTEIN_8_REGULATORY_PATHWAY,42.4,0.055258467,SOS1|RPS6KA1|MINK1|CBL|MAP3K3|MAP4K4|MAP3K2|MAP4K5|FASN|MAP3K4|PTPN1|TSC2|RICTOR|MAP2K2|RAPGEF1|MAP4K1|PRKAB1|FOXO1|RAF1|MAP4K2|RPS6KA3|MAP3K7|GYS1|IRS2|RPS6KB1|FLOT2|TSC1|RPS6KA4|SHC1|MAPK1|SLC2A1|EIF4EBP1|MAP3K1|AKT2|PIK3C2A|RPTOR|MTOR|CAP1|MAPK6|MAP2K7|MAPK13|IRS1|SOS2|TRIP10|MAPK14|MAP3K11|CBLB|PDPK1|FOXO3|PRKAA1|PIK3R4|MAP3K8|GSK3B|PIK3R1|EXOC7|FLOT1,2.9927000999
WP_APOPTOSIS,19.3,0.6758279443,RIPK1|BAD|CASP2|SCAF11|DFFA|CASP10|TRAF1|MAP3K1|NFKB1|CASP4|RELA|IKBKB|TRAF3|IKBKG|FAS|CASP6|PIK3R1,0.8034999967
WP_APOPTOSIS_MODULATION_AND_SIGNALING,17.4,0.9559632307,RIPK1|PEA15|BAG3|MADD|BAD|CASP2|DFFA|CASP10|NFKB1|PTPN13|CASP4|IKBKB|TRAF3|FAS|DAXX|CASP6,0.1438000053
WP_APOPTOSIS_RELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,35.8,0.0060784314,VIM|PAK2|JUND|SQSTM1|PTK2B|HSPB1|PKN1|F2R|HSPD1|BCL3|ABL1|RPS6KB1|MAPK1|TRAF1|NFKB1|SERBP1|AXIN1|HDAC1|NET1,6.810500145
WP_ARYL_HYDROCARBON_RECEPTOR_PATHWAY_WP2586,28.3,0.2946540081,NCOR2|EP300|HSP90AA1|RB1|NCOA7|RAF1|MAPK1|NFKB1|NF1|ARNT|RELA|E2F1|SRC,1.7086999416
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,48.9,0.2340078408,RIF1|TRIM28|CHEK1|CDK1|HMGN1|TSC2|HSPB1|HDAC4|STK11|ATF2|NFKB1|TP53BP1|MTOR|MDC1|KAT5|NBN|RBBP8|BUB1|PRKDC|IKBKG|LBR|PRKAA1,-1.9660999775
WP_ATM_SIGNALING_PATHWAY,37.5,0.0183004221,RIPK1|CHEK1|CDK1|CASP2|CREB1|ABL1|ATF2|FANCD2|TP53BP1|MDC1|NBN|BRCA1|IKBKG|TLK1|RAD9A,-3.6428000927
WP_AUTOPHAGY,40,0.9120242953,ATG16L1|AKT1S1|PRKAB1|UVRAG|RPTOR|MTOR|AMBRA1|RB1CC1|ULK1|PRKAA1|PIK3R4|ATG9A,0.1999000013
WP_A_NETWORK_MAP_OF_MACROPHAGE_STIMULATING_PROTEIN_MSP_SIGNALING,36.6,0.0060784314,VIM|RPS6KA1|RPS6|ACACA|PDCD4|NDRG1|HSPB1|MAP2K2|PLCG1|RAF1|ABL1|RPS6KA3|RPS6KB1|RPS6KA4|SHC1|MAPK1|SLC2A1|NFKB1|LDHA|MTOR|RELA|MAPK14|SMAD3|SRC|PDPK1|PRKCB|GSK3B|PIK3R1|ZEB2|CTNNB1,5.6676001549
WP_BDNF_TRKB_SIGNALING,42.4,0.0060784314,SOS1|RPS6KA1|GAB2|EEF2K|BRAF|TSC2|PLCG1|CREB1|RPS6KB1|TSC1|SHC1|MAPK1|EIF4EBP1|MTOR,5.5875000954
WP_BLADDER_CANCER,25,0.4287151119,ARAF|BRAF|RB1|MAP2K2|RAF1|MAPK1|E2F1|SRC|RASSF1|PIK3R1,1.3314000368
WP_BRAIN_DERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,42.3,0.2035107749,STAT5A|RPS6KA1|RPS6|PRKCD|MAP3K2|YBX1|EEF2|KCNA3|SQSTM1|BAD|NCK1|PTK2B|TSC2|DPYSL2|MAP2K2|KIDINS220|CFL1|PLCG1|CREB1|RAF1|EIF2S2|CAMK4|RPS6KA3|IRS2|RPS6KB1|STAT3|SHC1|MAPK1|EIF4EBP1|MAP3K1|NFKB1|MTOR|MEF2A|ADAM17|STAT1|RANBP9|RELA|FYN|NCK2|IKBKB|APC|IRS1|IGF2BP1|KSR1|TIAM1|IKBKG|MAPK14|RAP1A|STAT5B|SRC|PDPK1|MEF2C|FOXO3|PRKAA1|GSK3B|DLG1|PIK3R1|CTNNB1,2.1180000305
WP_BREAST_CANCER_PATHWAY,18.8,0.9589163237,SOS1|ARAF|BRAF|RB1|MAP2K2|NOTCH2|RAF1|NCOA3|RPS6KB1|SHC1|MAPK1|CSNK2B|AKT2|MTOR|AXIN1|FZD6|NBN|BRCA1|SKP1|CSNK1A1|E2F1|APC|SOS2|BRCA2|GSK3B|NCOA1|PIK3R1|DDB2|CTNNB1,-0.1089999974
WP_BURN_WOUND_HEALING,14.7,0.5324591375,CD3E|S100A11|CXCR4|NFKB1|KRT6A|BRD4|SMAD3|ACTA1|CDK16|HMGB1|TNC,-1.0858999491
WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY,45.7,0.0462054403,SOS1|RPS6KA1|GAB2|INPP5D|PRKCD|CBL|NFATC2|NFATC3|NCK1|LCK|BRAF|DAPP1|MAP2K2|RAPGEF1|MAP4K1|PLCG1|FOXO1|CREB1|RAF1|MAP3K7|LYN|SHC1|MAPK1|ATF2|LAT2|NFKB1|PTPRC|PIP5K1A|PTPN6|GTF2I|SH3BP2|RELA|FYN|IKBKB|CARD11|IKBKG|MAPK14|PDPK1|PRKCB|GSK3B|PIK3R1|HCLS1,2.9649000168
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS,13.2,0.0100829403,STIM2|PRKCQ|PRKCD|PRKCA|RGS3|ITPR3|PRKACA|RGS14|CAMK4|PRKAR1B|GNAI3|ARRB1|YWHAZ|PRKAR1A|ATP2A2|CAMK2G|ITPR1|CAMK2D|PRKCB|PRKCH,3.9779000282
WP_CAMKK2_PATHWAY,57.6,0.5392531876,NFATC2|STIM1|SQSTM1|EP300|HDAC4|CREB1|RAF1|DNM1L|CAMK4|TSC1|GIT1|MAPK1|RPTOR|MTOR|HMOX1|CAMKK2|RELA|SIRT1|ARHGEF7,1.0484000444
WP_CANCER_IMMUNOTHERAPY_BY_PD_1_BLOCKADE,47.8,0.221677393,NFATC2|NFATC3|CD8A|CD3E|CD3D|LCK|CD3G|STAT3|NFKB1|NFATC1|ZAP70,2.0069000721
WP_CARDIAC_HYPERTROPHIC_RESPONSE,43.6,0.6380833333,NFATC2|PRKCA|MAP2K2|MAP4K1|HDAC7|HDAC4|CDK7|RAF1|MAP3K7|CDK9|MAPK1|MAP3K1|AKT2|NFKB1|MTOR|MEF2A|MAP2K7|IKBKB|IKBKG|CAMK2D|MAPK14|IKBKE|PDPK1|GSK3B,0.8255000114
WP_CELL_CYCLE,32.5,0.0100829403,CHEK1|CDK1|EP300|RB1|ANAPC1|CDK7|ABL1|RBL1|MCM4|WEE1|ORC6|ORC1|ANAPC2|PTTG1|DBF4|ORC2|YWHAZ|BUB1|RBL2|SKP1|PKMYT1|E2F1|MCM7|TFDP1|MCM2|CDC20|CCNE2|TFDP2|PRKDC|ANAPC5|SMC3|ZBTB17|CCNB2|TTK|HDAC1|SMAD3|STAG2|GSK3B|CDC23,-4.3551998138
WP_CHEMOKINE_SIGNALING_PATHWAY,21.8,0.0060784314,PXN|SOS1|DOCK2|PAK1|PRKCD|RASGRP2|PREX1|PTK2B|BRAF|RAF1|WAS|CXCR4|GNAI3|LYN|STAT3|SHC1|ARRB1|MAPK1|AKT2|ELMO1|NFKB1|PIK3R5|STAT1|RELA|IKBKB|SOS2|PLCB2|TIAM1|IKBKG|RAP1A|STAT5B|PRKCB|FOXO3|GSK3B|PIK3R1|JAK3,4.4524002075
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,21.9,0.6932182819,ARAF|BAD|BRAF|RAF1|MAPK1|AKT2|MSH6|MLH1|AXIN1|CSNK1A1|APC|SMAD3|GSK3B|APPL1|DDB2|CTNNB1,-0.7764000297
WP_CILIARY_LANDSCAPE,23.3,0.1470675443,VIM|IQGAP1|DYNC1H1|IQGAP2|CEP170|TBC1D4|DYNC1LI1|COPS5|RBM14|RB1|WNK1|EHBP1|SMC4|TNKS1BP1|EXOSC9|EIF5B|WDR26|MYL6|MCM4|RPGR|NUP88|WEE1|RAB8A|DOCK5|CEP97|NFKB1|ARFGAP3|NUP133|VAPB|POM121|RANBP9|TRAF3IP1|CREBBP|IQGAP3|ARHGDIA|APC|MCM7|MCM2|RABEP2|RANBP10|CDR2|MCM9|CD2BP2|HDAC1|PGRMC2|EXOC1|PSMD8|LRPPRC|EXOC7|CTNNB1,2.2634000778
WP_CILIOPATHIES,10.9,0.188137239,SPAG1|CSPP1|PKD2|NEK9|TOPORS|POC1B|FLCN|CCDC28B|TMEM237|OFD1|TRAF3IP1|NEK1|CEP164|ARL3|C2CD3|CENPF|KIAA0753|CEP78|PIK3R4|CEP120,-2.1198999882
WP_CIRCADIAN_RHYTHM_GENES,21.9,0.3843582888,NFIL3|THRAP3|JUND|NCOR1|HNRNPD|EP300|SETX|CREB1|SIN3A|PPP1CA|NCOA2|SFPQ|SUV39H2|MYBBP1A|TNFRSF11A|PHLPP1|DYRK1A|GFPT1|PPP1CB|RAI1|RBM4|EZH2|ARNT|SKP1|MTA1|PSPC1|PML|PRKDC|DHX9|TOP2A|TIMELESS|FAS|HDAC1|METTL3|OGT|PRKAA1|CSNK1E|KDM5A|RELB|GSK3B|SIRT1|SUV39H1|PER2|NONO,-1.4840999842
WP_CKAP4_SIGNALING_PATHWAY_MAP,20.7,0.4045223313,VIM|CD74|CDK1|PTK2B|CD44|MAP2K2|MAPK1|TRAF1|NFKB1|BRCA1|STAT1|CASP4|RELA|E2F1|CCNB2|MAPK14|FAS|SMAD3|SRC|ZEB1|GSK3B|CTNNB1|RAD9A,1.4802999496
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS,41.2,0.2381121195,ACACA|AKT1S1|ACLY|SQSTM1|EP300|FASN|TSC2|TOX2|ENO1|ENO2|GAPDH|STAT3|TSC1|SLC2A1|ALDOC|PBRM1|KDM5C|RPTOR|LDHA|PFKP|MTOR|TPI1|ARNT|CREBBP|SETD2|PGK1|ALDOA|KSR1|BAP1|MDH1|ZEB1|PGM1|LDHB|GPI|PGM2,-1.8720999956
WP_CLOCK_CONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM,17.5,0.9664705882,ATG16L1|SQSTM1|SEMA4D|RUNX2|TNFRSF11A|MTOR|VCP|AMBRA1|FYCO1|ARHGAP4|RB1CC1|ULK1|NFATC1|HMGB1,-0.1308999956
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,38.2,0.9113954106,PPP2R5C|PPP2R5D|CDK1|PDS5B|CDCA5|PDS5A|NIPBL|PTTG1|APC|SMC3|PPP2CB|STAG2|ESCO2,-0.2867999971
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,29.3,0.0100829403,PRKCA|ARAF|MAP2K2|PRKACA|CREB1|RAF1|PPP1CA|CAMK4|MAPK1|PPP1CB|RAP1A|PRKCB,3.964099884
WP_CORI_CYCLE,58.8,0.152259332,PGAM1|GAPDH|SLC2A1|LDHA|PFKP|TPI1|PGK1|ALDOA|TALDO1|GPI,-2.2778999805
WP_CORTICOTROPIN_RELEASING_HORMONE_SIGNALING_PATHWAY,23.7,0.0060784314,ACACA|PRKCQ|PRKCD|TRIM28|JUND|PRKCA|HSP90AA1|BRAF|PLCG1|CREB1|RAF1|NCOA2|ARRB1|MAPK1|NFKB1|RELA|MAPK14|FOSL2|PRKCB|JUP|GSK3B|CTNNB1,5.0068998337
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,29.5,0.1761754269,RPL24|RPS6KA1|RPS6|RPS20|RPS17|RPS6KA3|RPS6KB1|RPS2|RPS27|RPS10|RPL34|RPL4|RPLP2|RPL18A|RPL30|RPL18|RPS28|RPL23A|RPSA|RPLP0|RPS3|RPS8|RPL23|RPS23|RPL29|RPL12,2.160200119
WP_CYTOSOLIC_DNA_SENSING_PATHWAY,17.8,0.0553324409,RIPK1|CYLD|RIPK3|MAVS|ZBP1|CASP10|NFKB1|RELA|IKBKB|IKBKG|ADAR|IKBKE|TRIM25,3.01060009
WP_DISTURBED_PATHWAYS_IN_DUCHENNE_MUSCULAR_DYSTROPHY,16.2,0.6793942655,STIM1|ITPR3|DMD|SNTB1|NFKB1|VDAC1|ITPR1|CAMK2D|SMAD3|PLA2G4A|PRKAA1|FGA,-0.7299000025
WP_DNA_DAMAGE_RESPONSE,29,0.0783336943,CHEK1|CDK1|ATRIP|RB1|CREB1|RPA2|ABL1|FANCD2|NBN|BRCA1|RFC1|E2F1|PML|CCNE2|PRKDC|CCNB2|FAS|TLK1|DDB2|RAD9A,-2.7809000015
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,24.5,0.1203677818,SOS1|PPP2R5C|BAD|MAP3K4|ABL1|MAP3K7|SHC1|MAPK1|MAP3K1|AKT2|PIK3C2A|NFKB1|AXIN1|RBL2|PIK3R5|APC|IRS1|SOS2|SMAD3|PCK2|FOXO3|LDLR|PIK3R4|GSK3B|PIK3R1|HMGB1|CTNNB1,-2.5448999405
WP_DNA_IR_DAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR,46.9,0.0060784314,TRIM28|CHEK1|CDK1|SMARCC2|ATRIP|UPF1|RPA2|RECQL5|UIMC1|FANCD2|TP53BP1|BRIP1|MLH1|MDC1|NBN|RBBP8|USP1|BARD1|BRCA1|RECQL4|SMARCAL1|E2F1|CEP164|MCM2|PML|CLSPN|HERC2|WRN|PRKDC|BRCA2|IKBKG|FANCI|XRCC5|TOPBP1|RPA1|RECQL|RMI1|RAD9A,-6.8523001671
WP_DNA_IR_DOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM,43.6,0.0100829403,RIF1|TRIM28|CHEK1|HSF1|UPF1|ABL1|ATF2|FANCD2|TP53BP1|MDC1|KAT5|NBN|BRCA1|ACTL6A|E2F1|PRKDC|SMC3|BRCA2|STK3|BLM|LATS1|RASSF1|TERF2|RAD9A,-3.8029999733
WP_DNA_MISMATCH_REPAIR,43.5,0.9589163237,LIG1|POLD3|RPA2|MSH6|MLH1|PMS2|POLE|RFC3|RFC1|RPA1,-0.1324999928
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK,35.8,0.0183004221,RAD23B|CHEK1|CUL4A|PNKP|LIG1|CDK7|POLD3|RPA2|MNAT1|MGMT|UNG|MSH6|FANCD2|BRIP1|MLH1|NBN|CUL4B|USP1|PMS2|LIG3|XRCC1|POLM|CETN2|POLE|RFC3|BRCA1|FANCM|RFC1|FANCE|WRN|PRKDC|BRCA2|ERCC5|RAP1A|XRCC6|FANCI|XRCC5|RPA1|REV3L|DDB2|TERF2|HMGB1|FAAP100,-3.5692000389
WP_DNA_REPLICATION,35.7,0.0060784314,POLD3|RPA2|MCM4|ORC6|ORC1|DBF4|ORC2|POLE|RFC3|POLA1|RFC1|MCM7|MCM2|POLA2|RPA1,-3.3784000874
WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT,38.7,0.468230476,AKT1S1|SMARCB1|TSC2|EIF2B5|FOXO1|CREB1|LIN54|PSEN1|RBL1|TSC1|RBBP4|DYRK1A|RPTOR|MTOR|RBL2|TFAP4|CSNK1A1|TFDP1|RAD54L2|TFDP2|LIN9|NFATC1|GSK3B|SIRT1,-1.2683999538
WP_EBOLA_VIRUS_INFECTION_IN_HOST,19.4,0.1290770298,IQGAP1|PAK1|FLNA|RAB7A|EP300|PRKRA|MAPK1|CAV1|NFKB1|ADAM17|STAT1|CREBBP|RFC1|RELA|EPS15|TIAM1|FLNB|IKBKE|RELB|EIF2AK2|ITGA4|FLNC|PIK3R1|CLTC|HAVCR2,-2.4124999046
WP_ECTODERM_DIFFERENTIATION,24.6,0.5399461637,NUMA1|ARHGAP15|PHF8|JAKMIP1|WDR44|BAZ1A|PI4KA|CCDC88C|TCF3|DMD|TRIM33|HDAC6|NF2|TTC14|GAS2L1|MECP2|BCAS3|PAN2|PDE7A|ABCC4|PTPN13|RAB8B|BCOR|FYN|GRAMD1B|UBTF|KRT6A|OGT|JUP|NFATC1|RRBP1|ARHGAP10|PGM1|HMGB2|CTNNB1,-1.0515999794
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSON_GILFORD_PROGERIA_SYNDROME,37.8,0.4553109823,CBX5|RB1|CBX3|MBD3|CHD3|CHD4|MTA2|RBBP4|MTA3|MTA1|E2F1|HDAC1|CBX1|SUV39H1,-1.3229999542
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,29.8,0.0060784314,SOS1|RPS6|PRKCA|ARAF|BAD|BRAF|MAP2K2|PLCG1|RAF1|RPS6KB1|STAT3|SHC1|MAPK1|EIF4EBP1|AKT2|MTOR|NF1|RRAS2|SOS2|SRC|PDPK1|PRKCB|FOXO3|GSK3B|PIK3R1,3.7321999073
WP_EGF_EGFR_SIGNALING_PATHWAY,44,0.0060784314,SOS1|STAT5A|IQGAP1|RPS6KA1|PAK1|GAB2|INPP5D|PRKCD|CBL|STMN1|MAP3K3|JUND|MAP3K2|PRKCA|NCK1|ABI1|PTK2B|ARHGEF1|MAP3K4|BRAF|RICTOR|MAP2K2|MAP4K1|ATXN2|MEF2D|USP8|CFL1|EPS15L1|SH3KBP1|PEBP1|PLCG1|FOXO1|CREB1|RAF1|NCOA3|IQSEC1|ABL1|RPS6KA3|RPS6KB1|EPN1|STAT3|SHC1|MAPK1|EIF4EBP1|MAP3K1|ELK4|CAV1|MTOR|MEF2A|SYNJ1|INPPL1|STAT1|NCK2|E2F1|EPS15|SOS2|RALBP1|MAPK14|RAP1A|STAT5B|SRC|CBLB|PDPK1|PRKCB|MEF2C|PTPN12|SH2D2A|PIK3R1|ITCH|ASAP1,4.2904000282
WP_EMBRYONIC_STEM_CELL_PLURIPOTENCY_PATHWAYS,13.8,0.5237778832,SOS1|ARAF|BRAF|MAP2K2|RAF1|STAT3|MAPK1|AKT2|MTOR|AXIN1|FZD6|MAPK6|APC|ACTR2|GSK3B|CTNNB1,1.1715999842
WP_ENDODERM_DIFFERENTIATION,23.1,0.1091479419,ACACA|NR3C1|BPTF|NME1|TRERF1|FOXO1|AHDC1|ZNF281|RFX7|ELK4|CDYL|CEP250|UBR5|LEO1|EZH2|CUL4B|ATP8B2|WDHD1|SP4|STAT1|PIAS1|EMSY|APC|AEBP2|EOMES|ZBTB17|SMAD3|PABPC1|LRPPRC|TBX21|ASCC3|ELAVL1|CTNNB1,-2.5306999683
WP_ENDOMETRIAL_CANCER,27,0.9120242953,SOS1|ARAF|BAD|BRAF|MAP2K2|RAF1|MAPK1|AKT2|AXIN1|APC|SOS2|PDPK1|FOXO3|GSK3B|PIK3R1|DDB2|CTNNB1,0.2423000038
WP_ENDOPLASMIC_RETICULUM_STRESS_RESPONSE_IN_CORONAVIRUS_INFECTION,21.7,0.0498621324,PPP1R12C|PPP1R12A|PPP1R10|EIF2AK3|PPP1CA|PPP1R14A|PPP1R7|PPP1CB|PPP1R3D|EIF2AK2,3.1282000542
WP_ENERGY_METABOLISM,41.7,0.0100829403,EP300|MEF2D|PRKAB1|FOXO1|CREB1|CAMK4|MYBBP1A|ATF2|MEF2A|MED1|CAMK2G|MAPK14|HDAC1|MEF2C|FOXO3|PRKAA1|GSK3B|NCOA1|SIRT1|NRF1,-4.1431999207
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,32.6,0.6223628692,SOS1|EMD|TMPO|PLEC|MAP2K2|CFL1|KIF5B|MAPK1|SYNE2|SYNE1|YY1AP1|SOS2|LBR|SMAD3|SRF,0.8781999946
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,14.9,0.4429626101,SOS1|PAK1|MAP2K2|MEF2D|NOTCH2|RAF1|SHC1|MAPK1|AKT2|RBBP4|FZD6|EZH2|MAPK13|SOS2|PKP2|MAPK14|SMAD3|NR2C2|JUP|ZEB1|GSK3B|PIK3R1|ZEB2|CTNNB1,-1.3316999674
WP_EPO_RECEPTOR_SIGNALING,50,0.4371011174,SOS1|STAT5A|MAP2K2|RAF1|IRS2|STAT3|SHC1|MAPK1|PTPRC|STAT1|IRS1|STAT5B|SRC,1.3892999887
WP_ERBB_SIGNALING_PATHWAY,37.8,0.0060784314,SOS1|STAT5A|PAK1|PAK2|CBL|PRKCA|ARAF|BAD|NCK1|PAK4|BRAF|MAP2K2|FOXO1|RAF1|ABL1|RPS6KB1|SHC1|MAPK1|EIF4EBP1|AKT2|MTOR|ABL2|MAP2K7|CAMK2G|NCK2|SOS2|CAMK2D|STAT5B|SRC|CBLB|PDPK1|PRKCB|GSK3B|PIK3R1,5.2609000206
WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARS_COV_2,14.7,0.5483851577,STAT5A|FOXO1|BCR|CXCR4|IFNAR2|PTPRC|PRDM1|HSPA8|GPR183|TBX21|ZEB2,-1.0190999508
WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULIN_LIKE_GROWTH_FACTOR_IGF1_AKT_SIGNALING,27.8,0.5324591375,AKT1S1|RICTOR|PRKAB1|RPS6KB1|NFKB1|RPTOR|MTOR|IRS1|SMAD3|GSK3B,1.0896999836
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,41.9,0.8979469951,PAK1|PAK2|LMNA|SPTAN1|LMNB1|LMNB2|RB1|HSPB1|MAP3K7|DFFA|CASP10|MAP3K1|FAF1|PRKDC|FAS|ACTA1|DAXX|CASP6,-0.3208999932
