Signature ID,Percent Overlap (P915_L_p),adj p-val (P915_L_p),Overlap (P915_L_p),Score (P915_L_p)
WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME,29.4,0.4517197888,PPP2R5D|CDCA5|SMC3|PDS5B|STAG2|NIPBL|PTTG1|PDS5A|ESCO2|CDK1,-1.1017999649
WP_CORTICOTROPIN_RELEASING_HORMONE_SIGNALING_PATHWAY,17.2,0.003704918,PRKCQ|TRIM28|JUND|BRAF|MAPK1|NFKB1|PRKCD|HSP90AA1|PRKCA|ARRB1|RAF1|NCOA2|RELA|GSK3B|FOSL2|MAPK14,5.9239001274
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS,13.6,0.2412725526,RPS6KA1|RPS6KA3|RPL18A|RPS10|RPS27|RPSA|RPS3|RPL30|RPL4|RPL23A|RPS2|RPL12,1.682000041
WP_DNA_DAMAGE_RESPONSE,21.7,0.0718829517,RAD50|ATRIP|RB1|FANCD2|PML|RFC1|BRCA1|ABL1|E2F1|TLK1|NBN|CCNB2|DDB2|CHEK1|CDK1,-2.61439991
WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT,10,0.6687304688,SOS1|MAPK1|NFKB1|BAD|MAP3K7|PIK3C2A|RBL2|GSK3B|MAP3K4|ABL1|MAP3K1,0.6309999824
WP_DNA_IR_DAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR,27.2,0.1385435675,TRIM28|TP53BP1|RAD50|ATRIP|MDC1|SMARCC2|FANCD2|USP1|PML|UIMC1|BRIP1|BRCA1|RECQL5|E2F1|RECQL4|NBN|SMARCAL1|MCM2|TOPBP1|CHEK1|CDK1|CLSPN,-2.1105999947
WP_DNA_IR_DOUBLE_STRAND_BREAKS_AND_CELLULAR_RESPONSE_VIA_ATM,29.1,0.7723053423,TRIM28|RIF1|TP53BP1|RAD50|ATF2|MDC1|SMC3|FANCD2|BRCA1|ABL1|HSF1|E2F1|NBN|ACTL6A|TERF2|CHEK1,0.4717000127
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK,20.8,0.3710782461,CUL4A|RAD23B|RAD50|CDK7|XRCC1|PNKP|LIG1|FANCD2|USP1|MSH6|RFC1|BRIP1|UNG|BRCA1|POLM|ERCC5|LIG3|POLD3|XRCC6|CUL4B|NBN|CETN2|DDB2|TERF2|CHEK1,-1.3289999962
WP_DYRK1A_INVOLVEMENT_REGARDING_CELL_PROLIFERATION_IN_BRAIN_DEVELOPMENT,27.4,0.003704918,RBL1|AKT1S1|TSC2|TSC1|LIN52|RBL2|EIF2B5|GSK3B|DYRK1A|CSNK1A1|NFATC1|TFDP1|FOXO1|RPTOR|LIN54|SIRT1|RAD54L2,-4.0612001419
WP_EBOLA_VIRUS_INFECTION_IN_HOST,14,0.003704918,FLNA|MAPK1|PRKRA|NFKB1|IKBKE|PAK1|EPS15|STAT1|TIAM1|RELB|CLTC|CREBBP|EP300|RFC1|RELA|IQGAP1|ITGA4|HAVCR2,4.9281997681
WP_ECTODERM_DIFFERENTIATION,14.8,0.5776107853,ARHGAP15|CCDC88C|NUMA1|WDR44|PDE7A|JAKMIP1|GRAMD1B|NF2|RAB8B|PI4KA|FYN|PPFIBP2|PGM1|BAZ1A|TRIM33|NFATC1|PHF8|RRBP1|PTPN13|MECP2|ABCC4,0.8507000208
WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_HUTCHINSON_GILFORD_PROGERIA_SYNDROME,27,0.0999017682,CHD4|RB1|CBX3|CBX5|SUV39H1|HDAC1|MTA1|CHD3|E2F1|MTA2,-2.5043001175
WP_EGFR_TYROSINE_KINASE_INHIBITOR_RESISTANCE,17.9,0.0399717015,SOS1|BRAF|MAPK1|STAT3|PRKCA|RAF1|MAP2K2|BAD|NF1|ARAF|SRC|GSK3B|EIF4EBP1|PDPK1|RRAS2,2.8959999084
WP_EGF_EGFR_SIGNALING_PATHWAY,31.4,0.003704918,ARHGEF1|SOS1|CBL|STMN1|INPP5D|NCK1|JUND|RPS6KA1|RPS6KA3|BRAF|ABI1|MAPK1|STAT3|PRKCD|EPS15L1|PRKCA|STAT5A|MAP4K1|SH3KBP1|NCOA3|RAF1|PAK1|PTK2B|MAP2K2|RICTOR|MAP3K2|ASAP1|EPS15|PEBP1|CFL1|INPPL1|CBLB|MEF2D|STAT1|SH2D2A|SRC|IQGAP1|EIF4EBP1|PDPK1|MAP3K4|ABL1|SYNJ1|FOXO1|E2F1|USP8|RALBP1|MAP3K3|IQSEC1|MAP3K1|MAPK14,5.6510000229
WP_ENDODERM_DIFFERENTIATION,16.1,0.3710782461,NR3C1|UBR5|CDYL|NME1|PABPC1|CEP250|STAT1|RFX7|EOMES|EZH2|EMSY|TRERF1|PIAS1|BPTF|FOXO1|CUL4B|SP4|AEBP2|LEO1|TBX21|RAB38|DAB2|ELAVL1,-1.3259999752
WP_ENDOMETRIAL_CANCER,15.9,0.1495079798,SOS1|BRAF|MAPK1|RAF1|MAP2K2|BAD|ARAF|GSK3B|PDPK1|DDB2,2.1245999336
WP_ENERGY_METABOLISM,27.1,0.0401373431,PRKAB1|ATF2|MEF2D|EP300|MED1|GSK3B|MYBBP1A|CAMK2G|HDAC1|CAMK4|FOXO1|SIRT1|MAPK14,-2.6472001076
WP_ENVELOPE_PROTEINS_AND_THEIR_POTENTIAL_ROLES_IN_EDMD_PHYSIOPATHOLOGY,26.1,0.4471185178,SOS1|EMD|MAPK1|PLEC|TMPO|KIF5B|MAP2K2|CFL1|SYNE1|LBR|SYNE2|SRF,1.1727999449
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,7.5,0.405771394,SOS1|MAPK1|RAF1|PAK1|MAP2K2|MEF2D|NOTCH2|EZH2|GSK3B|ZEB1|NR2C2|MAPK14,1.2275999784
WP_EPO_RECEPTOR_SIGNALING,38.5,0.0215402211,SOS1|MAPK1|STAT3|STAT5A|RAF1|MAP2K2|STAT1|PTPRC|IRS2|SRC,3.0213000774
WP_ERBB_SIGNALING_PATHWAY,25.6,0.003704918,SOS1|CBL|NCK1|PAK2|BRAF|MAPK1|PRKCA|STAT5A|RAF1|PAK1|MAP2K2|BAD|PAK4|CBLB|ABL2|ARAF|SRC|GSK3B|CAMK2G|EIF4EBP1|PDPK1|ABL1|FOXO1,5.3979997635
WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS,34.9,0.0855751893,LMNA|LMNB2|HSPB1|PAK2|SPTAN1|PAK1|RB1|MAP3K7|NFX1|DFFA|ACTA1|FAF1|LMNB1|DAXX|MAP3K1,2.451800108
WP_FOCAL_ADHESION,12.6,0.003704918,FLNA|PPP1R12A|SOS1|PXN|ARHGAP35|MYL9|ZYX|PAK2|PPP1CA|BRAF|MAPK1|PRKCA|RAF1|PAK1|BAD|PPP1CB|PPP1R12C|RAPGEF1|DIAPH1|PAK4|SRC|FYN|GSK3B|PDPK1|ITGA4,6.443500042
WP_FOCAL_ADHESION_PI3K_AKT_MTOR_SIGNALING_PATHWAY,10.3,0.003704918,PPP2R5D|SOS1|SLC2A3|EIF4B|TBC1D1|MAPK1|CRTC2|HSP90AA1|ATF2|RAF1|MAP2K2|BAD|HSP90AB1|AKT1S1|STK11|TSC2|RAB14|TSC1|PIK3C2A|RAB8A|IRS2|IKBKB|GSK3B|EIF4EBP1|PDPK1|JAK3|FOXO1|ITGA4|RPTOR|IFNAR2|ELAVL1,4.1977000237
WP_FRAGILE_X_SYNDROME,22.3,0.1202310382,SOS1|EIF4G1|PPP1CA|BRAF|AGAP2|MAPK1|PRKCA|RAF1|MAP2K2|AKAP5|AKT1S1|ITPR1|NF1|TSC2|PRKACA|TSC1|ARAF|CLTC|SRC|FYN|CAMK4|EIF4EBP2|RPTOR|MECP2|RAP1GAP|PRKAR1A|SLC16A1,2.3327000141
WP_G13_SIGNALING_PATHWAY,26.3,0.1313310497,IQGAP2|ARHGEF1|PPP1CB|DIAPH1|CFL1|CIT|WAS|IQGAP1|MAP3K4|LIMK1,2.2493000031
WP_G1_TO_S_CELL_CYCLE_CONTROL,15.6,0.110623327,CDK7|RB1|ORC6|ORC2|TFDP1|ORC1|E2F1|MCM2|POLA2|CDK1,-2.4653999805
WP_GASTRIN_SIGNALING_PATHWAY,26.1,0.003704918,PRKCQ|SOS1|PXN|SLC9A1|HDAC7|MAPK1|PRKD2|STAT3|NFKB1|PRKCD|PRKCA|ATF2|ARRB1|RAF1|PAK1|BAD|MEF2D|PRKACA|PRKCH|MAP3K11|SRC|FYN|RELA|IKBKB|GSK3B|EIF4EBP1|FOXO1|CD44|MAPK14|ELAVL1,4.9706997871
WP_GLIOBLASTOMA_SIGNALING_PATHWAYS,26.8,0.0166740446,PRKCQ|CBL|BRAF|MAPK1|PRKCD|PRKCA|RAF1|MAP2K2|RB1|NF1|TSC2|TSC1|MSH6|PIK3C2A|ARAF|EP300|PRKCH|SRC|BRCA1|PDPK1|FOXO1|E2F1,3.6349999905
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS,24.4,0.0247497645,SLC2A3|PDHA1|LDHA|PGAM1|GAPDH|MDH1|PFKP|TPI1|GPI|PGK1|ENO1,2.8645999432
WP_G_PROTEIN_SIGNALING_PATHWAYS,17.6,0.0401373431,PRKCQ|ARHGEF1|SLC9A1|AKAP13|PRKCD|PRKCA|AKAP11|AKAP5|PDE7A|ITPR1|PRKACA|PRKCH|PRKD3|AKAP10|PRKAR1B|PRKAR1A,2.9865000248
WP_HEAD_AND_NECK_SQUAMOUS_CELL_CARCINOMA,16.2,0.700553882,NFKB1|RICTOR|RB1|STK11|TSC2|NOTCH2|TSC1|RELA|EIF4EBP1|PDPK1|E2F1|RPTOR,0.6129000187
WP_HEPATITIS_B_INFECTION,21.9,0.003704918,SOS1|NFATC2|NFATC3|TAB2|BRAF|MAPK1|STAT3|NFKB1|MAVS|PRKCA|STAT5A|IKBKE|ATF2|RAF1|PTK2B|MAP2K2|STAT4|BAD|MAP3K7|STAT1|YWHAZ|ARAF|CREBBP|EP300|IFIH1|SRC|RELA|IKBKB|NFATC1|JAK3|DDB2|MAP3K1|MAPK14,4.8498997688
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING,32.4,0.003704918,SOS1|PXN|MAPK1|STAT3|MAP4K1|RAF1|PAK1|PTK2B|MAP2K2|RAPGEF1|SRC,3.6161999702
WP_HIPPO_MERLIN_SIGNALING_DYSREGULATION,10.7,0.003704918,PPP1R12A|CUL4A|PAK2|PPP1CA|PAK1|PPP1CB|PAK4|PRKACA|NF2|PRKAR1B|ITGA4|PRKAR1A|CD44,3.9765000343
WP_HIPPO_SIGNALING_REGULATION_PATHWAYS,10.2,0.0214854427,PRKCQ|PRKCD|PRKCA|PRKAB1|PRKACA|NF2|PRKCH|PRKD3|PRKAR1B|PRKAR1A,3.217799902
WP_HISTONE_MODIFICATIONS,16.9,0.336372093,DOT1L|SUV39H2|EHMT2|EZH2|NSD1|SETDB1|SUV39H1|SETD2|SET|AEBP2|SETD1A,-1.5044000149
WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_INTERFERON_INDUCTION,30.3,0.0336997273,NFKB1|MAVS|IKBKE|RIPK1|MAP3K7|STAT1|IFIH1|IKBKB|IFNAR2|MAPK14,2.8736000061
WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_MAPK_SIGNALING,27.8,0.003704918,RPS6KA1|RPS6KA3|MAPK1|ATF2|RAF1|MAP2K2|MAP3K11|MAP3K4|MAP3K1|MAPK14,3.6185998917
WP_IL6_SIGNALING_PATHWAY,27.9,0.0117543038,SOS1|MAPK1|STAT3|PRKCD|MAP2K2|BAD|MAP3K7|STAT1|CREBBP|PRDM1|GSK3B|HDAC1,3.5476999283
WP_IL_18_SIGNALING_PATHWAY,19.6,0.0117543038,HSPB1|MAPK1|NFKB1|LCK|PRKCD|PRKCA|MAP3K7|RELA|IKBKB|GSK3B|ELAVL1,3.5596001148
WP_IL_1_SIGNALING_PATHWAY,24.1,0.025187794,TAB2|MAPK1|NFKB1|ATF2|MAP2K2|MAP3K2|MAP3K7|SQSTM1|RELA|IKBKB|MAP3K3|MAP3K1|MAPK14,3.1085999012
WP_IL_24_SIGNALING_PATHWAY,15.6,0.700553882,MKI67|HSPB1|EIF4G1|NDRG1|MAPK1|STAT3|SF3B1|HSP90AA1|TOP2A|ATF2|BAD|MAP3K2|RB1|MVD|BSG|STAT1|PRKACA|SQSTM1|CREBBP|PTPRC|PRDM1|CASP2|SRC|RELA|IKBKB|GSK3B|EIF4EBP1|EIF2A|NAA10|CASP4|CENPA|GSS|MAP3K1|CHEK1|CD44|MAPK14|CDK1,-0.5620999932
WP_IL_2_SIGNALING_PATHWAY,32.4,0.0063964678,SOS1|CBL|MAPK1|STAT3|LCK|STAT5A|RAF1|PTK2B|MAP2K2|STAT1|FYN|JAK3,3.9769001007
WP_IL_3_SIGNALING_PATHWAY,26.5,0.0063964678,SOS1|CBL|INPP5D|MAPK1|STAT3|STAT5A|RAF1|BAD|RAPGEF1|LYN|PRKACA|SRC|FYN,3.7511999607
WP_IL_4_SIGNALING_PATHWAY,34,0.003704918,FLNA|SOS1|CBL|INPP5D|MAPK1|STAT3|NFKB1|STAT5A|ATF2|BAD|STAT1|EP300|IRS2|RELA|IKBKB|JAK3|MAPK14,3.9154000282
WP_IL_5_SIGNALING_PATHWAY,27,0.003704918,SOS1|RPS6KA1|MAPK1|STAT3|STAT5A|RAF1|MAP2K2|LYN|STAT1|GSK3B,3.9005000591
WP_IL_7_SIGNALING_PATHWAY,50,0.003704918,MAPK1|STAT3|STAT5A|PTK2B|MAP2K2|BAD|STAT1|FYN|GSK3B|JAK3,5.1428999901
WP_INITIATION_OF_TRANSCRIPTION_AND_TRANSLATION_ELONGATION_AT_THE_HIV_1_LTR,37.5,0.1127621424,NFATC2|NFATC3|HDAC7|NFKB1|HDAC4|CREBBP|EP300|SUPT5H|CDK9|RELA|NFATC1|HDAC1,2.2032001019
WP_INSULIN_SIGNALING,28.1,0.0215576859,PRKCQ|SOS1|CBL|RPS6KA1|RPS6KA3|MAPK1|PRKCD|PRKCA|MAP4K5|MAP4K1|RAF1|KIF5B|STX4|MAP2K2|MAP3K2|RAPGEF1|MAP3K7|MINK1|TBC1D4|INPP4A|INPPL1|CBLB|EHD1|MAP4K4|TSC2|PTPN1|TSC1|PIK3C2A|PRKCH|IRS2|MAP3K11|IKBKB|GSK3B|EIF4EBP1|RPS6KA4|PDPK1|MAP3K4|FOXO1|SNAP23|CAP1|SRF|MAP3K3|MAP3K1|MAP3K8|MAPK14,3.1398999691
WP_INTEGRIN_MEDIATED_CELL_ADHESION,17.6,0.0063964678,SOS1|PXN|ZYX|PAK2|BRAF|MAPK1|RAF1|PAK1|MAP2K2|RAPGEF1|PAK4|ARAF|SRC|FYN|ARHGEF7|PDPK1|ITGA4|TNS1,3.831099987
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,37,0.0642045455,CBL|EIF4B|PDCD4|STAT3|LCK|STAT5A|STAT4|RAPGEF1|STAT1|ZAP70|PTPRC|IRS2|FYN|EIF4EBP1|RPS6KA4|PIAS1|RPTOR|IFNAR2|MAP3K1|MAPK14,2.5671000481
WP_INTERLEUKIN_11_SIGNALING_PATHWAY,27.3,0.003704918,RPS6KA1|MAPK1|STAT3|RAF1|MAP2K2|STAT1|SRC|FYN|RELA|IKBKB|PDPK1|PIAS1,4.0970001221
WP_INTERLEUKIN_1_IL_1_STRUCTURAL_PATHWAY,25.5,0.1239696377,TAB2|MAPK1|NFKB1|ATF2|MAP2K2|MAP3K7|SAFB|RELA|IKBKB|MAP3K1|MAP3K8|MAPK14,2.1296999454
WP_KIT_RECEPTOR_SIGNALING_PATHWAY,35.8,0.003704918,SOS1|CBL|INPP5D|RPS6KA1|RPS6KA3|MAPK1|STAT3|PRKCA|STAT5A|RAF1|MAP2K2|BAD|MATK|LYN|STAT1|EP300|SRC|FYN|MAPK14,5.603000164
WP_LEPTIN_SIGNALING_PATHWAY,26.8,0.0399717015,SOS1|RPS6KA1|MAPK1|STAT3|NFKB1|RAF1|MAP2K2|BAD|STAT1|PTPN1|SRC|FYN|RELA|IKBKB|GSK3B|EIF4EBP1|FOXO1|KHDRBS1|MAPK14,2.8866999149
WP_MALE_INFERTILITY,7.6,0.1495079798,PUM2|CCNT2|CCNK|DDX20|CREBBP|EP300|CDK9|RFC1|LRWD1|USP8|HMGA1,-2.1896998882
WP_MAPK_CASCADE,36.4,0.4737540107,SOS1|SIPA1|BRAF|MAPK1|RAF1|MAP2K2|MAP3K2|RASA3|ARAF|MAP3K3|MAP3K1|MAPK14,1.0274000168
WP_MAPK_SIGNALING_PATHWAY,17,0.003704918,FLNA|SOS1|PTPN7|STMN1|HSPB1|NFATC3|PAK2|JUND|TAB2|RPS6KA3|BRAF|MAPK1|NFKB1|PRKCD|PRKCA|MAP4K1|ATF2|ARRB1|RAF1|PAK1|MAP2K2|MAP3K2|MAP3K7|NF1|MAP4K4|PRKACA|TAOK1|RELB|ARAF|MAP3K11|RELA|IKBKB|NFATC1|RPS6KA4|MAP3K4|STK4|DAXX|RRAS2|SRF|MAP3K1|MAP3K8|MAPK14,5.5936999321
WP_MEASLES_VIRUS_INFECTION,16.9,0.003704918,TAB2|STAT3|CD3E|NFKB1|MAVS|CD3D|CD3G|STAT5A|IKBKE|SLAMF1|BAD|MAP3K7|CBLB|CSNK2B|STAT1|MSN|EIF2AK4|EIF3H|IFIH1|RELA|IKBKB|JAK3|IFNAR2,7.0429000854
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAP_TAZ_VIA_HIPPO_AND_NON_HIPPO_MECHANISMS,21.3,0.0341198292,PAK2|MAP4K5|MAP4K1|PAK1|LIMD1|PAK4|MAP4K4|NF2|SRC|ACTA1,2.888600111
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME,19.2,0.8697062041,HNRNPH1|SMC3|PSIP1|NCOR1|NF1|EZH2|FKBP5|HNRNPF|SIN3A|HDAC1|MPP1|E2F1|MECP2|YBX1,-0.3339000046
WP_MELANOMA,17.6,0.268889216,SOS1|BRAF|MAPK1|RAF1|PAK1|MAP2K2|BAD|RB1|NF1|ARAF|E2F1|DDB2,1.6361000538
WP_MESODERMAL_COMMITMENT_PATHWAY,12.2,0.7861235119,TRIM28|UBR5|CEP250|PRKACA|ADAM19|EOMES|MACF1|CCDC6|EMSY|SETD2|TRERF1|PIAS1|CUL4B|GATA3|AEBP2|PRKAR1A|SRF|HTT,-0.4122999907
WP_METABOLIC_EPILEPTIC_DISORDERS,13,0.1151494565,SLC2A3|PDHA1|LDHA|PGAM1|GAPDH|MDH1|PFKP|TPI1|GPI|PGK1|ENO1|SLC1A5,2.2184000015
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,31,0.310642065,PDHA1|ACLY|LDHA|FASN|PGAM1|GAPDH|TALDO1|SLC16A3|PAICS|GPI|PGK1|ENO1|SLC1A5,1.5
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,26.2,0.9705124535,PDHA1|ACLY|LDHA|FASN|MDH1|GPI|GFPT1|PGM3|BCKDHA|SLC16A1|SLC1A5,-0.0615999997
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,25.4,0.003704918,SOS1|CBL|PAK2|BRAF|MAPK1|STAT3|RAF1|PAK1|MAP2K2|BAD|RAPGEF1|PAK4|ARAF|SRC|JAK3,4.847099781
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY,15.4,0.003704918,HDAC7|MAPK1|STAT3|NFKB1|IKBKE|HDAC4|CDK7|RAF1|MAP2K2|CDK9|EIF2B5|IKBKB|GSK3B|PDPK1|MYEF2|MAPK14,4.6304998398
WP_MICROTUBULE_CYTOSKELETON_REGULATION,39.1,0.2564880904,STMN1|MARK2|STAT3|CLASP1|PRKCA|PAK1|DIAPH1|TIAM1|PRKACA|TAOK1|SRC|CLIP1|GSK3B|CAMK4|ABL1|LIMK1|CDK1|DPYSL2,1.6931999922
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE,20.5,0.0690212705,RAD50|ATRIP|RB1|FANCD2|PML|RFC1|BRCA1|ABL1|E2F1|TLK1|NBN|CCNB2|DDB2|CHEK1|CDK1,-2.7251999378
WP_MODULATORS_OF_TCR_SIGNALING_AND_T_CELL_ACTIVATION,37.7,0.003704918,GRAP2|PRKCQ|CD5|CD8A|CD247|CD3E|NFKB1|LCK|CD3D|CD3G|MAP4K1|LAT|CBLB|MEF2D|UBASH3A|ZAP70|CARD11|RELA|IKBKB|PDPK1|MAP3K8|PCBP2|LCP2,4.0135998726
WP_MRNA_PROCESSING,31.7,0.003704918,SF3B2|SF3B1|HNRNPH1|SRRM1|PABPN1|RBMX|TRA2B|POLR2A|HNRNPA2B1|HNRNPD|SRSF9|SFPQ|DDX20|SUPT5H|HNRNPK|SRSF6|SRSF3|PRPF4B|CLK3|RBM39|RNPS1|SRSF1|HNRNPA1|DHX8|METTL3|SRSF4|CLASRP|DDX1|U2AF2|YBX1|HNRNPM|SRPK1|HNRNPC|RBM17|XRN2|SNRNP70|PRPF40A|NONO|PCBP2|SRSF7,-8.2404003143
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS,11.5,0.003704918,PRKCQ|RGS3|NFKB1|PRKCD|PRKCA|ATF2|ARRB1|RGS14|ITPR1|YWHAZ|PRKACA|ATP2A2|PRKCH|ITPR3|ACTA1|PRKAR1B|CAMK2G|PRKAR1A,5.4004998207
WP_NETRIN_UNC5B_SIGNALING_PATHWAY,23.1,0.003704918,INPP5D|PPP1CA|AGAP2|MAPK1|PRKCA|RAF1|PTK2B|MAP2K2|RLF|SRC|FYN|MAPK14,4.5496001244
WP_NETWORK_MAP_OF_SARS_COV_2_SIGNALING_PATHWAY,11,0.003704918,PRKCQ|IL16|CD8A|NFATC3|CD247|LARP1|CD3E|LCK|MAVS|CD3G|GTSE1|RRM2|AKT1S1|STAT1|ZAP70|IFIH1|CARD11|FYN|EIF4EBP1|PIAS1|CAMK4|RPTOR|CCNB2|CDK1,4.9349999428
WP_NEUROINFLAMMATION_AND_GLUTAMATERGIC_SIGNALING,12.1,0.003704918,SLC2A3|PPP1CA|MAPK1|STAT3|NFKB1|PDHA1|PRKCA|PPP1CB|CAMKK2|CFL1|STAT1|PRKACA|SLC38A1|CAMK2G|CAMKK1|IL10RB|CAMK4,6.0869998932
WP_NF1_COPY_NUMBER_VARIATION_SYNDROME,15.7,0.0063964678,DNMT1|SOS1|EVI2B|EVL|MAPK1|MAVS|RAF1|MAP3K2|CFL1|NF1|USP1|ATAD5|SUPT5H|EXOC7|RAB11A|LIMK1|MAP3K1,4.295899868
WP_NON_GENOMIC_ACTIONS_OF_1_25_DIHYDROXYVITAMIN_D3,17.3,0.0797844667,PRKCQ|MAPK1|NFKB1|PRKCD|PRKCA|STAT1|RELB|PRKCH|MED1|IKBKB|CAMK2G|IFNAR2|MAPK14,2.7341001034
WP_NON_SMALL_CELL_LUNG_CANCER,22.2,0.220332557,SOS1|BRAF|MAPK1|STAT3|PRKCA|STAT5A|RAF1|MAP2K2|BAD|RB1|EML4|ARAF|JAK3|STK4|E2F1|DDB2,1.7862000465
WP_NOTCH_SIGNALING_PATHWAY,22.2,0.4497051131,STAT3|NFKB1|LCK|NCOR1|SNW1|NOTCH2|NCOR2|EP300|SPEN|SRC|GSK3B|HDAC1,1.1404999495
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIG_I_LIKE_RECEPTOR_PATHWAY,23.3,0.0844626434,CYLD|NFKB1|MAVS|IKBKE|RIPK1|MAP3K7|SNW1|OTUD5|IFIH1|RELA|IKBKB|TRIM25|MAP3K1|MAPK14,2.4289000034
WP_NUCLEAR_RECEPTORS_META_PATHWAY,7.3,0.2257068742,SLC2A3|AKAP13|JUND|NR3C1|STAT3|HSP90AA1|NCOA3|HSP90AB1|FASN|KTN1|SQSTM1|EP300|IRS2|NCOA2|SRC|HMOX1|FKBP5|ARNT|KAT2B|FOXO1|SLC6A6|ABCC4|CDK1,1.8734999895
WP_NUCLEOTIDE_EXCISION_REPAIR,22.7,0.5208106911,CUL4A|RAD23B|CDK7|LIG1|RFC1|ERCC5|POLD3|CUL4B|CETN2|DDB2,0.9308000207
WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM,21.3,0.5550257917,CUL4A|RAD23B|CDK7|XRCC1|GPS1|LIG1|SLX4|RFC1|HMGN1|BRCA1|LIG3|POLD3|CUL4B|RAD18|CETN2|DDB2,-0.8725000024
WP_ONCOSTATIN_M_SIGNALING_PATHWAY,32.1,0.003704918,SOS1|PXN|JUND|MAPK1|STAT3|NFKB1|PRKCD|PRKCA|RAF1|PTK2B|MAP2K2|RICTOR|STAT1|PRKCH|SRC|RELA|JAK3|MAPK14,4.7923002243
WP_OREXIN_RECEPTOR_PATHWAY,15.9,0.003704918,EIF4B|RPS6KA1|MAPK1|STAT3|PRKCD|PRKCA|ARRB1|MAP2K2|CAMKK2|EIF4EBP1|PDPK1|FOXO1|RRAGC|MAPK14,4.5093998909
WP_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_CONTRIBUTING_TO_LMNA_LAMINOPATHIES,19.3,0.2571070662,LMNA|EMD|TMPO|RB1|NAP1L1|CREBBP|GSK3B|CSNK1A1|HDAC1|KAT2B|E2F1,1.7537000179
WP_P38_MAPK_SIGNALING_PATHWAY,28.6,0.8292441403,HSPB1|RIPK1|ATF2|MAP3K7|MEF2D|STAT1|HMGN1|DAXX|MAP3K1|MAPK14,-0.3670000136
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,24.7,0.003704918,PAK2|BRAF|ARHGEF6|MAPK1|STAT3|NFKB1|PRKCD|RAF1|PAK1|MAP2K2|BAD|RB1|PEBP1|PAK4|STAT1|TIAM1|ARAF|RELA|IKBKB|E2F1|RALBP1|DDB2,4.6248002052
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,25.5,0.9237333812,NCK1|ARHGEF2|PRKCA|NCL|TUBA1C|YWHAZ|ARPC1B|WAS|FYN|HCLS1|ABL1|CTTN|ARPC5L|TUBA4A,0.1502999961
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA,27.7,0.9244524887,ARID1A|RAF1|MAP2K2|ATRX|NCOR1|JMJD1C|CREBBP|EP300|KANSL1|SRCAP|UHRF1|NSD1|BRCA1|SETD2|TLK1|SMARCA2|ARID4B|CHEK1,-0.1553000063
WP_PDGF_PATHWAY,27.5,0.2174431526,SOS1|MAPK1|STAT3|NFKB1|RAF1|PAK1|STAT1|TIAM1|SRC|SRF|MAP3K1,1.9416999817
WP_PHYSICO_CHEMICAL_FEATURES_AND_TOXICITY_ASSOCIATED_PATHWAYS,16.7,0.058359156,SOS1|CBL|NCK1|MAPK1|STAT5A|RAF1|PAK1|SRC|GSK3B|ACTA1|ACTR2,2.6440999508
WP_PI3K_AKT_SIGNALING_PATHWAY,7.7,0.0166740446,PPP2R5D|SOS1|EIF4B|MAPK1|NFKB1|HSP90AA1|PRKCA|ATF2|RAF1|MAP2K2|BAD|HSP90AB1|STK11|TSC2|TSC1|RBL2|RELA|IKBKB|GSK3B|BRCA1|EIF4EBP1|PDPK1|JAK3|ITGA4|RPTOR|IFNAR2,3.4676001072
